condition_key,w_inter,trial_idx,seed,a_hat_value
WT,4.0,,,0.048871789730969256
WT,4.0,,,0.05953144713366705
WT,4.0,,,0.006632841915245143
WT,4.0,,,0.03163266932637335
WT,4.0,,,0.042470913613506765
WT,4.0,,,0.07109477659902758
WT,4.0,,,0.09439535722535826
WT,4.0,,,0.0768824167658393
WT,4.0,,,0.11426853113205702
WT,4.0,,,0.069264409136793
WT,4.0,,,0.08156047336475428
WT,4.0,,,0.033140844893397046
WT,4.0,,,0.04293912898218147
WT,4.0,,,0.05902557481022793
WT,4.0,,,0.05178216040449355
WT,4.0,,,0.048871789730969256
WT,4.0,,,0.019238718106474526
WT,4.0,,,0.019925824536171848
WT,4.0,,,0.04450921348965087
WT,4.0,,,0.08547345341560178
WT,4.0,,,0.02327515113209924
WT,4.0,,,0.08986413370379885
WT,4.0,,,0.08297913650313048
WT,4.0,,,0.0712719409431721
WT,4.0,,,0.07826322836563093
WT,4.0,,,0.04308118862365183
WT,4.0,,,0.0823374785141027
WT,4.0,,,0.04555663510997954
WT,4.0,,,0.11720429589263809
WT,4.0,,,0.0629566846066622
WT,4.0,,,0.0421565816982195
WT,4.0,,,0.019238718106474526
WT,4.0,,,0.040286514106291235
WT,4.0,,,0.03817389112895804
WT,4.0,,,0.060287681071352996
WT,4.0,,,0.05817977797651944
WT,4.0,,,0.08765359493590219
WT,4.0,,,0.07538573805374031
WT,4.0,,,0.08787935762927102
WT,4.0,,,0.13730721952973846
WT,4.0,,,0.03434171398282295
WT,4.0,,,0.03373955380120486
WT,4.0,,,0.009243364355978419
WT,4.0,,,0.07955728886208631
WT,4.0,,,0.04243431582488623
WT,4.0,,,0.044646677843495484
WT,4.0,,,0.018526375202297784
WT,4.0,,,0.040286514106291235
WT,4.0,,,0.04822589993643446
WT,4.0,,,0.08840710290845376
WT,4.0,,,0.04078079935940179
WT,4.0,,,0.06923065205217042
WT,4.0,,,0.09536299571948463
WT,4.0,,,0.06161675675693808
WT,4.0,,,0.07437076142485372
WT,4.0,,,0.019725924816799134
WT,4.0,,,0.07929439561305351
WT,4.0,,,0.037140633705191384
WT,4.0,,,0.07951547857584022
WT,4.0,,,0.08898183006369154
WT,4.0,,,0.05464570824833908
WT,4.0,,,0.03987595869511832
WT,4.0,,,0.062445929378370235
WT,4.0,,,0.04822589993643446
WT,4.0,,,0.08784506838223821
WT,4.0,,,0.06393908630896092
WT,4.0,,,0.05084798845952382
WT,4.0,,,0.04450341132696904
WT,4.0,,,0.07613857048109933
WT,4.0,,,0.030567491987747993
WT,4.0,,,0.078605979546293
WT,4.0,,,0.060918582291989064
WT,4.0,,,0.04747240078760957
WT,4.0,,,0.0433755021149509
WT,4.0,,,0.07780905538956988
WT,4.0,,,0.018454785434612306
WT,4.0,,,0.114346938968953
WT,4.0,,,0.07809922693951657
WT,4.0,,,0.02652094328727471
WT,4.0,,,0.08784506838223821
WT,4.0,,,0.10996724184982297
WT,4.0,,,0.018841949073946134
WT,4.0,,,0.02913644799383613
WT,4.0,,,0.05848039588060716
WT,4.0,,,0.03613532042309538
WT,4.0,,,0.05942055954689825
WT,4.0,,,0.07106602977284963
WT,4.0,,,0.08120203528647855
WT,4.0,,,0.035165209305969516
WT,4.0,,,0.08068656403845344
WT,4.0,,,0.037953720413503034
WT,4.0,,,0.057142368682447486
WT,4.0,,,0.013214449563048505
WT,4.0,,,0.042040537734414685
WT,4.0,,,0.09444104984771381
WT,4.0,,,0.10996724184982297
WT,4.0,,,0.07420817740327376
WT,4.0,,,0.08416761405428379
WT,4.0,,,0.08821810422307301
WT,4.0,,,0.06104933942567202
WT,4.0,,,0.022849766606830073
WT,4.0,,,0.02859418726996319
WT,4.0,,,0.15640388547976453
WT,4.0,,,0.06173628817272572
WT,4.0,,,0.06050755784097484
