condition,trial_idx,seed,cue_deg,pre_cue_asym,delay_asym,delay_ms,amplitude,random_cue,snap_cue
a7_KO_APP,76,709091226,180.0,0.0011235921249096773,-0.06994647534225293,5000.0,30.0,0,0
a7_KO_APP,77,487284116,180.0,-0.014579098779485728,-0.04878052916275175,5000.0,30.0,0,0
a7_KO_APP,78,1212254290,180.0,-0.009410498090751734,0.06700754947062418,5000.0,30.0,0,0
a7_KO_APP,79,1438414599,180.0,-0.02317505344687138,0.030919711634661645,5000.0,30.0,0,0
a7_KO_APP,80,2019291964,180.0,0.027921817677103205,-0.008892613240703957,5000.0,30.0,0,0
a7_KO_APP,81,938776596,180.0,-0.047045720897496854,-0.03766842288518586,5000.0,30.0,0,0
a7_KO_APP,82,345075200,180.0,-0.012267483255532542,-0.02808410020265037,5000.0,30.0,0,0
a7_KO_APP,83,1788162809,180.0,0.011257888500675228,0.006396169137618371,5000.0,30.0,0,0
a7_KO_APP,84,1352408538,180.0,-0.03280001307881625,-0.019517028279583737,5000.0,30.0,0,0
a7_KO_APP,85,1503807854,180.0,-0.03273917853325209,-0.016769248723726347,5000.0,30.0,0,0
a7_KO_APP,86,208792607,180.0,0.021619282817639175,0.024487492746288416,5000.0,30.0,0,0
a7_KO_APP,87,670802254,180.0,-0.012584472720114166,-0.08335207522879941,5000.0,30.0,0,0
a7_KO_APP,88,1648932249,180.0,-0.026656437313655745,-0.003822363870760512,5000.0,30.0,0,0
a7_KO_APP,89,1787264313,180.0,-0.004655878627554938,0.023999005880740967,5000.0,30.0,0,0
a7_KO_APP,90,934620676,180.0,0.011801237334696027,0.024954238989750143,5000.0,30.0,0,0
a7_KO_APP,91,1728218297,180.0,-0.00936880773267549,0.023022027332208064,5000.0,30.0,0,0
a7_KO_APP,92,1807519524,180.0,-0.01979022165509707,-0.021958416641657173,5000.0,30.0,0,0
a7_KO_APP,93,832103482,180.0,-0.02626957007862517,-0.006294284876537506,5000.0,30.0,0,0
a7_KO_APP,94,1928628490,180.0,0.003150930869304944,0.03680414655047562,5000.0,30.0,0,0
a7_KO_APP,95,619179887,180.0,0.05310669652704979,-0.023560030648817384,5000.0,30.0,0,0
a7_KO_APP,96,514446424,180.0,0.03258851872987147,0.0227022264970419,5000.0,30.0,0,0
a7_KO_APP,97,1465647933,180.0,-0.01652007876964315,-0.015797951455382903,5000.0,30.0,0,0
a7_KO_APP,98,1367435607,180.0,-0.03841854299619804,-0.050638352567158214,5000.0,30.0,0,0
a7_KO_APP,99,300116172,180.0,-0.0655076808191568,-0.027434276725222556,5000.0,30.0,0,0
