condition_key,offset_deg,amp_factor,n_trials,drift_mean_deg,drift_sd_deg,drift_sem_deg,collapse_prob,pre_amp_mean,post_amp_mean,distractor_duration_ms,delay1_ms,delay2_ms,cue_amp_factor
WT,130.0,1.5,5,11.186801198322941,7.532060514835046,3.368439864362645,0.0,0.25055399411921025,0.17305447312999397,250.0,1000.0,1000.0,15.0
WT,150.0,0.5,5,12.662421086251474,5.254776125129524,2.350007324466511,0.0,0.25055399411921025,0.14288160661840216,250.0,1000.0,1000.0,15.0
WT,150.0,0.75,5,9.28389003650861,5.326245151310727,2.3819692446318874,0.0,0.25055399411921025,0.15538128416538596,250.0,1000.0,1000.0,15.0
WT,150.0,1.0,5,7.293838375566227,5.299882255349147,2.370179399141118,0.0,0.25055399411921025,0.16419823320910876,250.0,1000.0,1000.0,15.0
WT,150.0,1.25,5,6.593913712956623,5.291544105137673,2.366450465005226,0.0,0.25055399411921025,0.16826936666681847,250.0,1000.0,1000.0,15.0
WT,150.0,1.5,5,6.622059615499512,5.293513297698795,2.3673311146907174,0.0,0.25055399411921025,0.16932624793468393,250.0,1000.0,1000.0,15.0
WT,180.0,0.5,5,2.541348460961389,4.449433158501564,1.9898470007502185,0.0,0.25055399411921025,0.13326621813039766,250.0,1000.0,1000.0,15.0
WT,180.0,0.75,5,2.4340963856274813,4.088854320585074,1.8285912421843884,0.0,0.25055399411921025,0.14521586917110071,250.0,1000.0,1000.0,15.0
WT,180.0,1.0,5,2.1241794259549263,3.6493572375068655,1.6320421714492392,0.0,0.25055399411921025,0.15713243956372766,250.0,1000.0,1000.0,15.0
WT,180.0,1.25,5,1.8340604878843672,3.212368635605504,1.4366149276004316,0.0,0.25055399411921025,0.16410055354136333,250.0,1000.0,1000.0,15.0
WT,180.0,1.5,5,1.6557441981621381,2.8854289677641263,1.290403063233527,0.0,0.25055399411921025,0.16654931159528463,250.0,1000.0,1000.0,15.0
