condition_key,offset_deg,amp_factor,n_trials,drift_mean_deg,drift_sd_deg,drift_sem_deg,collapse_prob,pre_amp_mean,post_amp_mean,distractor_duration_ms,delay1_ms,delay2_ms,cue_amp_factor
WT,20,1.0,10,-11.126344511012764,8.26601874585311,2.613944641854433,0.0,0.3335253084171176,0.15662329739778597,250.0,1000.0,1000.0,15.0
WT,20,1.25,10,-13.328022259291203,9.44745827167608,2.9875486237894235,0.0,0.3335253084171176,0.1376608055797808,250.0,1000.0,1000.0,15.0
WT,20,1.5,10,-14.358029794529017,10.327578956771259,3.2658672218622806,0.0,0.3335253084171176,0.12650661229078727,250.0,1000.0,1000.0,15.0
WT,30,0.5,10,-0.22399916174712828,4.5669723072252015,1.4442034501745895,0.0,0.3335253084171176,0.2776849045879854,250.0,1000.0,1000.0,15.0
WT,30,0.75,10,-6.2420074835221175,5.9635559132674505,1.8858419639690696,0.0,0.3335253084171176,0.22581382569460068,250.0,1000.0,1000.0,15.0
WT,30,1.0,10,-10.664322456926675,7.165978474188682,2.2660813642174356,0.0,0.3335253084171176,0.19475981040512166,250.0,1000.0,1000.0,15.0
WT,30,1.25,10,-13.383807405040614,7.953605518165186,2.5151509047885714,0.0,0.3335253084171176,0.17565740377898176,250.0,1000.0,1000.0,15.0
WT,30,1.5,10,-14.715085199966452,8.492341534400676,2.6855141916755314,0.0,0.3335253084171176,0.1630637643539517,250.0,1000.0,1000.0,15.0
WT,40,0.5,10,2.87191145428699,4.37473158554721,1.3834115962208935,0.0,0.3335253084171176,0.3032505401231941,250.0,1000.0,1000.0,15.0
WT,40,0.75,10,-3.1406699418829414,5.251851514707986,1.6607812719482526,0.0,0.3335253084171176,0.26316328459252525,250.0,1000.0,1000.0,15.0
WT,40,1.0,10,-7.785006244654444,6.064762793122941,1.9178463894913056,0.0,0.3335253084171176,0.235202233606688,250.0,1000.0,1000.0,15.0
WT,40,1.25,10,-10.562906331622154,6.523438260314693,2.0628923078080827,0.0,0.3335253084171176,0.2175484975809537,250.0,1000.0,1000.0,15.0
WT,40,1.5,10,-11.980762585308762,6.767158662808861,2.1399634662215385,0.0,0.3335253084171176,0.2057144774454925,250.0,1000.0,1000.0,15.0
WT,60,0.5,10,7.794237066779478,4.182828674029941,1.3227265672196606,0.0,0.3335253084171176,0.3136184089967397,250.0,1000.0,1000.0,15.0
WT,60,0.75,10,3.7348097358555434,4.857507665250742,1.5360787973919081,0.0,0.3335253084171176,0.3020652384116209,250.0,1000.0,1000.0,15.0
WT,60,1.0,10,0.19265156025846472,5.5379788102439,1.7512626674120144,0.0,0.3335253084171176,0.29089930150086984,250.0,1000.0,1000.0,15.0
WT,60,1.25,10,-1.7860607186265995,6.014158831350091,1.901844011708276,0.0,0.3335253084171176,0.28285412497565643,250.0,1000.0,1000.0,15.0
WT,60,1.5,10,-2.7508024120802497,6.270681511992534,1.9829636059404865,0.0,0.3335253084171176,0.27645910801242346,250.0,1000.0,1000.0,15.0
WT,80,0.5,10,10.23273849346736,5.034811519574983,1.592147199151038,0.0,0.3335253084171176,0.2924269301019856,250.0,1000.0,1000.0,15.0
WT,80,0.75,10,7.728954728903334,4.916908131182656,1.5548628740339168,0.0,0.3335253084171176,0.29241101574588496,250.0,1000.0,1000.0,15.0
WT,80,1.0,10,5.188530847836311,4.318296896762803,1.3655653806607448,0.0,0.3335253084171176,0.29158852923060274,250.0,1000.0,1000.0,15.0
WT,80,1.25,10,3.840086438555558,3.9208052377998164,1.239867481336553,0.0,0.3335253084171176,0.29077801224801414,250.0,1000.0,1000.0,15.0
WT,80,1.5,10,3.3411009271101704,3.691900009595652,1.1674812923919755,0.0,0.3335253084171176,0.2897037382626614,250.0,1000.0,1000.0,15.0
WT,100,0.5,10,10.861376119077477,4.909372204511575,1.552479804777854,0.0,0.3335253084171176,0.26777523396188585,250.0,1000.0,1000.0,15.0
WT,100,0.75,10,8.753607438222758,3.995345989379133,1.2634393366856964,0.0,0.3335253084171176,0.27096202219082244,250.0,1000.0,1000.0,15.0
WT,100,1.0,10,6.352623788327192,3.3605270584940774,1.0626919643467176,0.0,0.3335253084171176,0.2743086271323568,250.0,1000.0,1000.0,15.0
WT,100,1.25,10,5.191418453442045,3.1408933306555467,0.9932376812503889,0.0,0.3335253084171176,0.2760717465144197,250.0,1000.0,1000.0,15.0
WT,100,1.5,10,5.001442454599942,3.0827476244198855,0.9748503944640144,0.0,0.3335253084171176,0.2762225054752994,250.0,1000.0,1000.0,15.0
WT,130,0.5,10,7.906639046715396,4.972677206530114,1.572498604143868,0.0,0.3335253084171176,0.24103406989789794,250.0,1000.0,1000.0,15.0
WT,130,0.75,10,6.644092997530057,5.669556118329803,1.7928710656065288,0.0,0.3335253084171176,0.24657275121344976,250.0,1000.0,1000.0,15.0
WT,130,1.0,10,5.132426558193968,5.849565740480718,1.8497951062808475,0.0,0.3335253084171176,0.25312516128554113,250.0,1000.0,1000.0,15.0
WT,130,1.25,10,4.539064715813081,5.798072885567139,1.8335116358056975,0.0,0.3335253084171176,0.25527039771271737,250.0,1000.0,1000.0,15.0
WT,130,1.5,10,4.6403886888856425,5.719041974285139,1.8085198672847156,0.0,0.3335253084171176,0.2540948282138859,250.0,1000.0,1000.0,15.0
WT,150,0.5,10,4.692669362033597,4.28647812873739,1.3555034027306607,0.0,0.3335253084171176,0.23047357385498266,250.0,1000.0,1000.0,15.0
WT,150,0.75,10,3.673640347601663,4.238800145465394,1.3404263005923691,0.0,0.3335253084171176,0.23762245100756677,250.0,1000.0,1000.0,15.0
WT,150,1.0,10,2.5907681089048697,4.193689719047513,1.3261611312221757,0.0,0.3335253084171176,0.24581748086139896,250.0,1000.0,1000.0,15.0
WT,150,1.25,10,2.3102396642111445,4.323215337437214,1.3671207281675004,0.0,0.3335253084171176,0.2478884221311774,250.0,1000.0,1000.0,15.0
WT,150,1.5,10,2.519493017370677,4.551429052593077,1.4392882414856418,0.0,0.3335253084171176,0.24590517715087684,250.0,1000.0,1000.0,15.0
WT,180,0.5,10,-1.0939469522763772,4.247750550015817,1.3432566670282964,0.0,0.3335253084171176,0.22454862599224817,250.0,1000.0,1000.0,15.0
WT,180,0.75,10,-1.0414521606370182,4.0012232241793955,1.2652978815169396,0.0,0.3335253084171176,0.23252794046364111,250.0,1000.0,1000.0,15.0
WT,180,1.0,10,-1.03044915431883,3.7239303460814392,1.1776101741436436,0.0,0.3335253084171176,0.2419744020513445,250.0,1000.0,1000.0,15.0
WT,180,1.25,10,-1.0242998368358152,3.530363366625351,1.1163989206556175,0.0,0.3335253084171176,0.24504377551545006,250.0,1000.0,1000.0,15.0
WT,180,1.5,10,-0.9909395464257038,3.44231050953917,1.0885541623678547,0.0,0.3335253084171176,0.24297901622656784,250.0,1000.0,1000.0,15.0
