phenotype,category,ko_count,run_idx,PYR,SOM,PV,VIP,NDNF
PV α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,15,1.55389,1.87433,2.97042,0.0286862,1.86562
PV α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,16,1.55868,1.87534,2.97164,0.0287219,1.86545
PV α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,17,1.53949,1.86119,2.96141,0.02849,1.86773
PV α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,18,1.56733,1.88114,2.97606,0.0288541,1.8632
PV α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,19,1.56915,1.88655,2.98123,0.028871,1.86689
PV α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,20,1.52061,1.84669,2.95085,0.0282462,1.87042
PV α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,21,1.53481,1.85653,2.95886,0.0284225,1.86929
PV α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,22,1.52763,1.8534,2.95661,0.02836,1.87011
PV α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,23,1.56726,1.88044,2.97505,0.0288174,1.86387
PV α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,24,1.54949,1.86826,2.96503,0.0286591,1.86224
PV α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,25,1.53696,1.86068,2.95804,0.0285376,1.86105
PV α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,26,1.54395,1.86251,2.96198,0.0285692,1.86511
PV α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,27,1.56272,1.8758,2.97115,0.0287885,1.86205
PV α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,28,1.52177,1.84941,2.95258,0.0282839,1.86941
PV α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,29,1.55969,1.87609,2.97349,0.0287163,1.8686
PV α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,30,1.53667,1.85499,2.95475,0.0284545,1.86356
PV α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,31,1.54655,1.86407,2.9621,0.0285891,1.86361
PV α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,32,1.52414,1.84797,2.95017,0.028302,1.86632
PV α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,33,1.52621,1.8531,2.95518,0.0283373,1.86925
PV α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,34,1.56252,1.88083,2.97507,0.0288101,1.86383
PV α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,35,1.52741,1.85072,2.95354,0.0283393,1.86792
PV α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,36,1.57748,1.88799,2.98157,0.0289336,1.86463
PV α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,37,1.58287,1.88919,2.98084,0.0290385,1.85935
PV α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,38,1.57992,1.89397,2.98609,0.0290101,1.86465
PV α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,39,1.52492,1.84752,2.95139,0.0283116,1.8673
PV α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,40,1.5454,1.86348,2.96084,0.0285956,1.86177
PV α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,41,1.52502,1.85324,2.95397,0.0283508,1.86667
PV α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,42,1.52977,1.85474,2.95676,0.0283973,1.86786
PV α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,43,1.54654,1.86516,2.96233,0.0285894,1.86367
PV α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,44,1.54763,1.86582,2.96406,0.0285572,1.86624
PV α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,45,1.54387,1.86606,2.96451,0.0285703,1.8662
PV α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,46,1.56035,1.87499,2.97232,0.0287455,1.86591
PV α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,47,1.52793,1.85685,2.95795,0.0283739,1.86929
PV α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,48,1.5297,1.85752,2.95819,0.0283933,1.86918
PV α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,49,1.54971,1.87003,2.96886,0.0286229,1.86846
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,0,2.1261,0.135588,1.05507,6.46652,3.53164
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,1,2.11057,0.13556,1.05389,6.45125,3.5168
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,2,2.12177,0.135403,1.05351,6.46219,3.52503
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,3,2.09245,0.135431,1.05235,6.44066,3.50765
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,4,2.09469,0.135552,1.05327,6.44077,3.50426
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,5,2.11047,0.135457,1.05387,6.46023,3.52176
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,6,2.11864,0.135689,1.05552,6.46739,3.52925
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,7,2.10784,0.13535,1.05263,6.45152,3.5148
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,8,2.14268,0.134996,1.05317,6.49506,3.55336
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,9,2.08719,0.135385,1.05118,6.42381,3.49176
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,10,2.1025,0.135596,1.05437,6.45592,3.51746
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,11,2.10571,0.135562,1.05368,6.45193,3.51433
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,12,2.09472,0.135315,1.05156,6.44024,3.50579
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,13,2.16488,0.135126,1.05499,6.50757,3.56602
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,14,2.08404,0.135287,1.05076,6.42799,3.49589
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,15,2.12326,0.135715,1.0554,6.45706,3.52254
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,16,2.10378,0.135755,1.05445,6.44915,3.5123
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,17,2.1262,0.135582,1.05472,6.46306,3.52743
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,18,2.09951,0.13565,1.0541,6.45391,3.51497
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,19,2.0945,0.135109,1.05058,6.43949,3.5065
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,20,2.08504,0.135857,1.05412,6.43581,3.49809
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,21,2.09677,0.136031,1.05567,6.43635,3.50069
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,22,2.13407,0.1358,1.05735,6.48744,3.54584
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,23,2.06906,0.135838,1.05286,6.40886,3.47842
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,24,2.14099,0.135511,1.05576,6.48719,3.54714
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,25,2.06991,0.135594,1.05204,6.42285,3.48738
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,26,2.08831,0.135658,1.05312,6.43126,3.49752
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,27,2.10537,0.135552,1.05378,6.44778,3.51134
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,28,2.08445,0.135971,1.05476,6.43105,3.49467
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,29,2.14739,0.135355,1.05512,6.49101,3.5502
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,30,2.14183,0.135473,1.05534,6.48121,3.54436
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,31,2.16781,0.134959,1.05404,6.51205,3.57003
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,32,2.08356,0.135823,1.05382,6.42681,3.49552
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,33,2.11262,0.135163,1.05156,6.45247,3.51947
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,34,2.14168,0.135513,1.05557,6.4828,3.54455
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,35,2.0728,0.135555,1.05206,6.42407,3.49046
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,36,2.07629,0.135873,1.05381,6.42295,3.48793
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,37,2.14963,0.135046,1.05334,6.488,3.55012
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,38,2.10935,0.135679,1.05472,6.4542,3.51815
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,39,2.12538,0.135526,1.05475,6.46839,3.53205
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,40,2.11164,0.135363,1.05311,6.4582,3.52114
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,41,2.14513,0.135225,1.05404,6.48478,3.54524
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,42,2.06973,0.135624,1.05207,6.41665,3.48457
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,43,2.10461,0.13553,1.05399,6.45714,3.51974
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,44,2.10525,0.135614,1.05379,6.44882,3.514
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,45,2.08619,0.13585,1.05422,6.43227,3.49655
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,46,2.14221,0.135549,1.05627,6.49368,3.55393
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,47,2.11289,0.135449,1.05391,6.462,3.52529
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,48,2.10792,0.135597,1.05404,6.45406,3.51637
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,49,2.10414,0.135533,1.05289,6.44215,3.50605
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,0,1.41697,4.86819,3.88918,0.0563761,0.697682
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,1,1.37682,4.79742,3.85338,0.0554038,0.700316
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,2,1.41649,4.88598,3.89483,0.0565512,0.694327
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,3,1.40351,4.84365,3.87612,0.0560606,0.697889
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,4,1.41239,4.85621,3.8818,0.0562406,0.696947
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,5,1.41053,4.86489,3.88647,0.056299,0.696448
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,6,1.39968,4.83859,3.87169,0.0559992,0.696236
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,7,1.38359,4.79932,3.85656,0.055441,0.702908
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,8,1.41988,4.88617,3.89661,0.0565714,0.694458
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,9,1.39799,4.8499,3.87908,0.0560661,0.697343
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,10,1.42631,4.89574,3.9013,0.0567145,0.694266
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,11,1.40721,4.84917,3.87959,0.0561198,0.697783
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,12,1.40564,4.84608,3.87668,0.0561167,0.696996
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,13,1.42187,4.87042,3.88641,0.0564837,0.693271
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,14,1.40141,4.83542,3.87283,0.0559454,0.698903
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,15,1.39612,4.82634,3.86759,0.055834,0.698587
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,16,1.42967,4.89502,3.89963,0.0567564,0.693109
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,17,1.40849,4.86146,3.88579,0.0562353,0.697398
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,18,1.42113,4.88289,3.89616,0.0565294,0.697181
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,19,1.42594,4.88909,3.89579,0.0566729,0.692513
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,20,1.40473,4.84267,3.87409,0.0560834,0.695853
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,21,1.42099,4.87553,3.89159,0.0564803,0.695651
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,22,1.4159,4.87726,3.89103,0.0564863,0.694597
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,23,1.39885,4.84491,3.8775,0.0560126,0.698216
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,24,1.42824,4.88249,3.89716,0.0565807,0.698488
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,25,1.37467,4.78781,3.84967,0.0552863,0.702029
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,26,1.39526,4.83055,3.8694,0.0558797,0.698096
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,27,1.39079,4.82379,3.86635,0.0557723,0.698565
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,28,1.41888,4.87903,3.89488,0.0564815,0.697613
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,29,1.41485,4.87464,3.89049,0.0564275,0.694718
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,30,1.41618,4.87166,3.88769,0.0564478,0.693408
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,31,1.43204,4.90423,3.90627,0.0568433,0.69495
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,32,1.41863,4.8847,3.8951,0.0565531,0.694004
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,33,1.43223,4.89907,3.9011,0.0568159,0.692255
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,34,1.38106,4.80818,3.86254,0.0554999,0.704159
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,35,1.40051,4.84343,3.87535,0.0560234,0.696986
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,36,1.41814,4.87559,3.88973,0.0564784,0.694081
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,37,1.40787,4.8491,3.87934,0.0561272,0.697864
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,38,1.43268,4.89264,3.89975,0.0567609,0.694799
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,39,1.41647,4.87157,3.88982,0.0564117,0.696427
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,40,1.40999,4.85671,3.8819,0.0562119,0.697031
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,41,1.41681,4.87068,3.89108,0.0563706,0.699001
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,42,1.43462,4.91343,3.91181,0.0569202,0.696018
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,43,1.41231,4.87163,3.88865,0.0563885,0.694941
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,44,1.40978,4.86101,3.88556,0.0562447,0.698114
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,45,1.40017,4.82374,3.86653,0.055837,0.699982
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,46,1.44031,4.9143,3.90872,0.0570191,0.692059
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,47,1.43147,4.9012,3.90236,0.056819,0.692929
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,48,1.3952,4.82802,3.86885,0.0558334,0.698379
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,49,1.38706,4.82486,3.86532,0.0557703,0.697078
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,0,2.03557,0.019879,4.70532,0.0179484,5.068
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,1,2.00899,0.0197388,4.68863,0.0180134,5.03232
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,2,2.01717,0.0197718,4.69327,0.0180082,5.04011
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,3,2.01629,0.019761,4.69106,0.0180036,5.03625
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,4,2.01475,0.0197386,4.68765,0.0180118,5.02912
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,5,1.99976,0.0196841,4.67887,0.0179877,5.01681
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,6,2.01255,0.0197444,4.69084,0.018013,5.03359
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,7,2.00439,0.0197289,4.68774,0.0180128,5.03045
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,8,1.9933,0.0196546,4.67454,0.0179903,5.00884
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,9,1.99108,0.0196431,4.67447,0.0180041,5.00688
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,10,2.0274,0.0198271,4.69924,0.0179764,5.05369
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,11,2.04073,0.0198876,4.70701,0.0179626,5.06876
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,12,1.95789,0.0194801,4.65065,0.0180237,4.96432
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,13,2.00295,0.01969,4.67772,0.018001,5.01522
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,14,2.05183,0.0199201,4.71024,0.0179669,5.07408
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,15,2.02378,0.0198149,4.69708,0.01796,5.05133
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,16,2.00199,0.0196964,4.68432,0.0180169,5.02256
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,17,1.99308,0.0196415,4.67326,0.0180219,5.00444
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,18,2.00234,0.0197179,4.68501,0.0179898,5.02824
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,19,2.00707,0.0197445,4.69004,0.0179854,5.03552
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,20,2.01929,0.0197948,4.69414,0.0179992,5.0445
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,21,2.02917,0.0198278,4.70017,0.0179693,5.05395
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,22,1.98263,0.0196027,4.66834,0.0180156,4.99529
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,23,2.04053,0.0198891,4.70958,0.01798,5.07082
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,24,2.04301,0.0198806,4.70649,0.0179692,5.0658
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,25,2.03521,0.0198618,4.70538,0.0179791,5.06343
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,26,2.00536,0.0197288,4.6874,0.0179849,5.03101
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,27,2.01009,0.0197183,4.6819,0.0180081,5.02166
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,28,2.02567,0.0198269,4.70195,0.0179826,5.05669
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,29,2.04628,0.019915,4.71314,0.017989,5.0761
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,30,1.99516,0.0196598,4.67612,0.0180125,5.00981
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,31,2.01471,0.0197583,4.69054,0.0179976,5.03607
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,32,2.05424,0.0199517,4.71841,0.0179762,5.08656
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,33,2.02607,0.0198253,4.69891,0.0179843,5.05285
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,34,2.04319,0.0198953,4.70979,0.0179789,5.07161
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,35,2.02117,0.0197933,4.69624,0.0179934,5.04574
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,36,2.00824,0.019739,4.68501,0.0179675,5.03075
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,37,1.98978,0.0196569,4.67737,0.0180049,5.01182
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,38,2.01299,0.0197564,4.68992,0.0179875,5.03596
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,39,2.01057,0.0197425,4.68654,0.0179795,5.03176
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,40,1.98811,0.0196518,4.67617,0.0180007,5.01093
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,41,2.0246,0.0198215,4.70198,0.0180046,5.05486
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,42,2.03756,0.0198566,4.70119,0.0179654,5.05902
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,43,2.07198,0.0200293,4.72586,0.0179596,5.10257
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,44,2.02596,0.0198334,4.70274,0.0179873,5.05828
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,45,2.0345,0.0198439,4.70409,0.0180259,5.05727
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,46,2.03771,0.0198662,4.70666,0.0179957,5.06397
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,47,2.06415,0.0199952,4.72676,0.0179955,5.09804
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,48,2.00776,0.0197241,4.68671,0.018003,5.02816
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,49,1.99308,0.0196637,4.67763,0.0179925,5.01364
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,0,1.75023,0.0194192,3.35547,0.00657445,4.9336
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,1,1.7924,0.0196661,3.37736,0.00646001,5.00145
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,2,1.77167,0.0195367,3.36689,0.00652017,4.9664
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,3,1.77167,0.0195497,3.36474,0.00649361,4.96913
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,4,1.80739,0.0197413,3.38257,0.00643967,5.0178
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,5,1.79633,0.0196777,3.37837,0.00646338,5.00223
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,6,1.77079,0.0195188,3.36416,0.006522,4.9599
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,7,1.77273,0.0195541,3.36665,0.00650925,4.96962
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,8,1.76787,0.01951,3.36009,0.00651402,4.95611
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,9,1.79018,0.0196187,3.37295,0.00648416,4.98536
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,10,1.80203,0.0196826,3.37827,0.00646616,5.00218
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,11,1.79516,0.0196751,3.37842,0.0064611,5.00292
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,12,1.80698,0.0197086,3.37814,0.00643445,5.00658
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,13,1.80643,0.0197196,3.38219,0.00645433,5.01311
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,14,1.80437,0.0196796,3.37633,0.0064532,4.99826
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,15,1.84671,0.0199356,3.39985,0.00636027,5.06834
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,16,1.76509,0.0195189,3.36145,0.00651172,4.96064
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,17,1.79775,0.019679,3.37674,0.00645437,5.00182
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,18,1.81283,0.0197461,3.38308,0.00643148,5.01805
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,19,1.78153,0.0195962,3.37032,0.00648431,4.98127
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,20,1.81795,0.0197721,3.38285,0.00639768,5.02342
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,21,1.79496,0.019678,3.37604,0.0064402,5.00277
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,22,1.79037,0.0196167,3.37133,0.00648716,4.98274
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,23,1.81887,0.0197905,3.38893,0.00642098,5.03153
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,24,1.78494,0.0196022,3.37008,0.00648663,4.98127
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,25,1.78081,0.0195881,3.36736,0.00647596,4.97769
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,26,1.77857,0.0195992,3.37171,0.00649096,4.98499
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,27,1.78861,0.0196325,3.37052,0.0064574,4.9891
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,28,1.82046,0.0197765,3.38477,0.00641151,5.0256
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,29,1.76753,0.0195157,3.3589,0.00649966,4.95668
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,30,1.77186,0.0195484,3.36677,0.00650835,4.96945
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,31,1.76838,0.0195182,3.36285,0.00651635,4.95958
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,32,1.80904,0.0197303,3.38164,0.00644007,5.01398
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,33,1.76806,0.0195244,3.36548,0.00652559,4.96287
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,34,1.81309,0.0197455,3.38196,0.00642162,5.01738
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,35,1.79245,0.0196556,3.37621,0.00647075,4.99683
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,36,1.84009,0.019926,3.39899,0.00635223,5.06834
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,37,1.77995,0.0196047,3.37012,0.00647937,4.98418
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,38,1.78003,0.019585,3.36706,0.00647101,4.97754
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,39,1.80626,0.0197476,3.38573,0.00643545,5.02327
