condition,amplitude,distractor_factor,offset_deg,phase_pi,trial_idx,seed,plv_mean_delay2,cue_power_mean_delay2,dist_power_mean_delay2
WT,20.0,1.0,120.0,1.5,30,1094264184,0.35079141346359344,0.6514718052325222,0.46340072818192657
WT,20.0,1.0,120.0,1.5,31,2089154132,0.39204439391480167,0.5943939135603427,0.4566995779635785
WT,20.0,1.0,120.0,1.5,32,1584690825,0.4583543758245144,0.7113247486332768,0.5299384125939858
WT,20.0,1.0,120.0,1.5,33,795962858,0.3823122175971332,0.623455307778704,0.5184252217846709
WT,20.0,1.0,120.0,1.5,34,827737825,0.6749033652088677,0.7851952037243372,0.6271410119173141
WT,20.0,1.0,120.0,1.5,35,234713593,0.35825199061482016,0.566768589378521,0.5069836903146211
WT,20.0,1.0,120.0,1.5,36,885327366,0.25585418574000357,0.46279963884566383,0.567753265567688
WT,20.0,1.0,120.0,1.5,37,928832081,0.3941904691286815,0.5817538989830374,0.45263413447796047
WT,20.0,1.0,120.0,1.5,38,1947615286,0.33888568759186094,0.475907240604627,0.6648025538385182
WT,20.0,1.0,120.0,1.5,39,20360091,0.4305332071181246,0.6688420353879427,0.5174333776955605
WT,20.0,1.0,120.0,1.5,40,1806363173,0.3928723450498719,0.48256095456880527,0.6580602813193264
WT,20.0,1.0,120.0,1.5,41,1312343691,0.3943528758597506,0.7854893996558056,0.4315446541161447
WT,20.0,1.0,120.0,1.5,42,1762120781,0.31537266815729353,0.7832282288586235,0.5244873925386424
WT,20.0,1.0,120.0,1.5,43,1700607009,0.315826098858035,0.5737326774637195,0.5887297635796559
WT,20.0,1.0,120.0,1.5,44,1634649145,0.37991030592561026,0.7583706970148167,0.4812292320624548
WT,20.0,1.0,120.0,1.5,45,1036024353,0.42910896062568676,0.6828504604873706,0.49819792438179955
WT,20.0,1.0,120.0,1.5,46,261494503,0.32549943952421395,0.6003732857592289,0.4788936471221115
WT,20.0,1.0,120.0,1.5,47,2001682155,0.5862400567260034,0.5976109758057997,0.5721808689187378
WT,20.0,1.0,120.0,1.5,48,1311960750,0.3213102976274339,0.5912820275653387,0.5982482001753054
WT,20.0,1.0,120.0,1.5,49,295114914,0.5265257764683497,0.7239614509432913,0.6847615547843916
WT,20.0,1.0,120.0,1.5,50,2006889349,0.4427447945616807,0.6347147650285195,0.597313322510049
WT,20.0,1.0,120.0,1.5,51,1524829245,0.5419923252746159,0.9112542313869206,0.5273439615748795
WT,20.0,1.0,120.0,1.5,52,319434624,0.3789068008837567,0.7237744647158301,0.5743494948203731
WT,20.0,1.0,120.0,1.5,53,2032667552,0.593978012126792,0.728259406626674,0.511945910919592
WT,20.0,1.0,120.0,1.5,54,1564774687,0.43296757973677447,0.5607487732846105,0.5251926555329087
WT,20.0,1.0,120.0,1.5,55,2092577640,0.6064451822179961,0.625582125323639,0.5877761462552092
WT,20.0,1.0,120.0,1.5,56,1166111204,0.35128976181739024,0.558068335719464,0.4828269094079858
WT,20.0,1.0,120.0,1.5,57,1607521147,0.5286372357518226,0.7712981900932255,0.6832336256521138
WT,20.0,1.0,120.0,1.5,58,1324596573,0.36861221282374945,0.549441903431421,0.4492206936537015
WT,20.0,1.0,120.0,1.5,59,1726642687,0.5484021631542323,0.6082393900754087,0.5845818379356409
WT,20.0,1.0,120.0,1.5,60,1888313977,0.456249944850549,0.5689940393001097,0.439410614886012
WT,20.0,1.0,120.0,1.5,61,1985561720,0.3527532873980881,0.6213023231140361,0.6471345072475876
WT,20.0,1.0,120.0,1.5,62,485771147,0.5116330209728903,0.6201498849720488,0.5601689742570689
WT,20.0,1.0,120.0,1.5,63,1796771385,0.46022567131115955,0.6103840640670808,0.509738752454825
WT,20.0,1.0,120.0,1.5,64,766643757,0.3805787277679304,0.6583087225842227,0.5208451878257729
WT,20.0,1.0,120.0,1.5,65,554969948,0.5247628949696581,0.5815286412626081,0.5772917049706305
WT,20.0,1.0,120.0,1.5,66,1418387863,0.3196442934826052,0.684944249302646,0.38658682653517384
WT,20.0,1.0,120.0,1.5,67,1770578616,0.4950307832967021,0.7496164998920111,0.6369678955111077
WT,20.0,1.0,120.0,1.5,68,507183781,0.6271932035417707,0.7266266411042822,0.6718963165626303
WT,20.0,1.0,120.0,1.5,69,1782558243,0.47492856556685187,0.7579234153346409,0.7285906691552313
WT,20.0,1.0,120.0,1.5,70,895155732,0.26220831196021493,0.4983753177981834,0.5065617418160151
WT,20.0,1.0,120.0,1.5,71,720148324,0.4934696156892283,0.8186701694390557,0.6150538741562566
WT,20.0,1.0,120.0,1.5,72,1582122199,0.419944546803984,0.8666859789824652,0.5938872161368574
WT,20.0,1.0,120.0,1.5,73,1951878275,0.2360039958364429,0.505360216857575,0.4510670845707205
WT,20.0,1.0,120.0,1.5,74,850305651,0.32077159940345756,0.6063991028186325,0.42360183730980966
WT,20.0,1.0,120.0,1.5,75,146415610,0.3748151770479673,0.5904174786685913,0.6003705125046968
WT,20.0,1.0,120.0,1.5,76,506504968,0.2762905398599424,0.5662649898553477,0.5366810394227145
WT,20.0,1.0,120.0,1.5,77,1164456162,0.42725673078819126,0.6517443670012516,0.595708521721229
WT,20.0,1.0,120.0,1.5,78,1436613566,0.36432428067058054,0.6177799892713799,0.46744575084232204
WT,20.0,1.0,120.0,1.5,79,492357652,0.4992235374059744,0.7109850287869445,0.669677606098802
WT,20.0,1.0,120.0,1.5,80,1275714321,0.3858463132802246,0.559902561533234,0.5589695857328206
WT,20.0,1.0,120.0,1.5,81,115492695,0.5301695882489106,0.5206418443487527,0.678095348234273
WT,20.0,1.0,120.0,1.5,82,1538334324,0.3127086866586009,0.6575412311883834,0.534205847378121
WT,20.0,1.0,120.0,1.5,83,405827099,0.40688264033912913,0.5869133637530974,0.5599120395086244
WT,20.0,1.0,120.0,1.5,84,1328323725,0.3979787490378884,0.5576059391765166,0.6334404538867506
WT,20.0,1.0,120.0,1.5,85,1167083081,0.25610186771832977,0.5893209648803268,0.41464560344851864
WT,20.0,1.0,120.0,1.5,86,776272372,0.29556780329683763,0.6038213866270822,0.6653592723801481
WT,20.0,1.0,120.0,1.5,87,1135007690,0.62268541623389,0.9539142633434176,0.6092508342664149
WT,20.0,1.0,120.0,1.5,88,598824061,0.32901657106814847,0.7846953861414202,0.4823127485079583
WT,20.0,1.0,120.0,1.5,89,623301253,0.4666244879233892,0.5096026591543381,0.5769196352536041
WT,20.0,1.0,120.0,1.5,90,2042901480,0.3757531901012056,0.6200341399258523,0.6528042916428853
WT,20.0,1.0,120.0,1.5,91,2089944286,0.44458792705630645,0.7556380866891611,0.5500670657958739
WT,20.0,1.0,120.0,1.5,92,1201751906,0.3657024268383617,0.6867808179299946,0.5051600392116002
WT,20.0,1.0,120.0,1.5,93,1707274007,0.2565009487007652,0.5798946526186525,0.5348900069231284
WT,20.0,1.0,120.0,1.5,94,2031444617,0.259804387462887,0.6760576833334734,0.5778513099438046
WT,20.0,1.0,120.0,1.5,95,1021644827,0.40691099446225576,0.5447128880518858,0.7320914044620613
WT,20.0,1.0,120.0,1.5,96,1106617184,0.3399370964188693,0.5647004878152642,0.49572664971557945
WT,20.0,1.0,120.0,1.5,97,1572947672,0.4895146169845367,0.6491568411656695,0.6629352874076787
WT,20.0,1.0,120.0,1.5,98,1398504477,0.26176053114580883,0.5346890100063951,0.45728429449899266
WT,20.0,1.0,120.0,1.5,99,679618480,0.32530031328722486,0.5100296368188025,0.5017619965581538
WT,20.0,1.0,120.0,1.625,0,1168784116,0.5012498680931781,0.6650164550129294,0.5937563098695819
WT,20.0,1.0,120.0,1.625,1,921289450,0.5907440875934336,0.7495735653391592,0.6406768615483953
WT,20.0,1.0,120.0,1.625,2,1293255992,0.2795961974845451,0.7068682879076884,0.5495456702922626
WT,20.0,1.0,120.0,1.625,3,1702858716,0.6887165493631122,0.8110947238377971,0.8337912786963275
WT,20.0,1.0,120.0,1.625,4,1895310323,0.41420869578937486,0.6658596698951932,0.5232741803398757
WT,20.0,1.0,120.0,1.625,5,211694680,0.3065890671075981,0.6045374925210777,0.5079477224619899
WT,20.0,1.0,120.0,1.625,6,280584697,0.403915680942759,0.6039599065688348,0.5894294522358093
WT,20.0,1.0,120.0,1.625,7,617447500,0.5047290956201862,0.7117629165491247,0.6673199192505485
WT,20.0,1.0,120.0,1.625,8,1249765968,0.616292366452658,0.7306367960494462,0.6595126470757185
WT,20.0,1.0,120.0,1.625,9,1504658074,0.5812801394624825,0.7081243268323352,0.7974679264304302
WT,20.0,1.0,120.0,1.625,10,1008898872,0.3475939895656326,0.6789786327780147,0.4794263233706683
WT,20.0,1.0,120.0,1.625,11,794319243,0.6654914430850414,0.8676936941699585,0.8459431189741367
WT,20.0,1.0,120.0,1.625,12,204008863,0.4855533861950223,0.6076718946140468,0.5262230615882099
WT,20.0,1.0,120.0,1.625,13,1880439445,0.2734525084188702,0.6738345865896396,0.42523745063573365
WT,20.0,1.0,120.0,1.625,14,1306372712,0.41071369056455465,0.6372084385535328,0.5228211434356617
WT,20.0,1.0,120.0,1.625,15,2122084012,0.36304149353403203,0.7587200677412319,0.8374986603420923
WT,20.0,1.0,120.0,1.625,16,1976297044,0.33350289279830875,0.5323553963054183,0.5818086293952105
WT,20.0,1.0,120.0,1.625,17,784548992,0.37356197256325846,0.5770452763353991,0.5424314703519203
WT,20.0,1.0,120.0,1.625,18,2121403537,0.6292458932292844,0.7528859933237733,0.792298575093681
WT,20.0,1.0,120.0,1.625,19,347016859,0.22721039234836035,0.46931884315367456,0.7131962649538025
WT,20.0,1.0,120.0,1.625,20,527842052,0.2996121777629929,0.5651477604821457,0.5774582305550955
WT,20.0,1.0,120.0,1.625,21,215409799,0.47179090289142195,0.6011056291796462,0.5090478328334994
WT,20.0,1.0,120.0,1.625,22,350632298,0.7322719424183411,0.622923658508128,0.6406954855840629
WT,20.0,1.0,120.0,1.625,23,2071774379,0.3874019415886275,0.6236024455285736,0.5670102610220985
WT,20.0,1.0,120.0,1.625,24,1492822048,0.2311719687021988,0.6313144842951656,0.590942072801829
WT,20.0,1.0,120.0,1.625,25,199233221,0.5132054365699128,0.7010134931329746,0.6043709685155352
WT,20.0,1.0,120.0,1.625,26,1395966768,0.4295539159924475,0.6072652727059332,0.6303441642413591
WT,20.0,1.0,120.0,1.625,27,786556690,0.5333594804719205,0.6278927853191449,0.6847123758981626
WT,20.0,1.0,120.0,1.625,28,649984770,0.5377699870030173,0.8306655669684757,0.6941024352930432
WT,20.0,1.0,120.0,1.625,29,337723248,0.28845136473281,0.5343961549702324,0.589918683704243
WT,20.0,1.0,120.0,1.625,30,1094264184,0.27938578235491873,0.6086081602730234,0.4640946646967495
WT,20.0,1.0,120.0,1.625,31,2089154132,0.24315906529608214,0.5104195148523103,0.4412309284803065
WT,20.0,1.0,120.0,1.625,32,1584690825,0.44372654582859195,0.693615233967442,0.6632616493116819
WT,20.0,1.0,120.0,1.625,33,795962858,0.3229825088522589,0.43614034383396677,0.5772712463363883
WT,20.0,1.0,120.0,1.625,34,827737825,0.5654376303107654,0.7462329115688331,0.7052575891617217
WT,20.0,1.0,120.0,1.625,35,234713593,0.3311229283490485,0.5682902344373857,0.5067727911492904
WT,20.0,1.0,120.0,1.625,36,885327366,0.4246005620842677,0.5180297193024183,0.6830827008905508
WT,20.0,1.0,120.0,1.625,37,928832081,0.3676053562652644,0.6178490128905648,0.46896889697588834
WT,20.0,1.0,120.0,1.625,38,1947615286,0.2580014560707365,0.6216039647456788,0.47053378151763936
WT,20.0,1.0,120.0,1.625,39,20360091,0.4066568464654175,0.5842844373000896,0.6069266596575876
WT,20.0,1.0,120.0,1.625,40,1806363173,0.3895694837898249,0.5284423291223983,0.6541771145140671
WT,20.0,1.0,120.0,1.625,41,1312343691,0.3649337849001412,0.7858522641877165,0.4738526987830709
WT,20.0,1.0,120.0,1.625,42,1762120781,0.28872336834355306,0.5873312293237226,0.41822130747418484
WT,20.0,1.0,120.0,1.625,43,1700607009,0.30297539160920134,0.5151458521534299,0.6185480373361987
WT,20.0,1.0,120.0,1.625,44,1634649145,0.5460464237305659,0.7816940196138177,0.5690137567933065
WT,20.0,1.0,120.0,1.625,45,1036024353,0.4737603479690224,0.7580324894713399,0.628652947374422
WT,20.0,1.0,120.0,1.625,46,261494503,0.43236483985738183,0.5029686350461617,0.5410584170893732
WT,20.0,1.0,120.0,1.625,47,2001682155,0.5461935009984614,0.6027339075150963,0.677839963461638
WT,20.0,1.0,120.0,1.625,48,1311960750,0.4432726365766477,0.6788719354395863,0.718800286120142
WT,20.0,1.0,120.0,1.625,49,295114914,0.5907385967017261,0.6406021479555094,0.7766625354432091
WT,20.0,1.0,120.0,1.625,50,2006889349,0.3078576530956267,0.4627158171107871,0.6186501236341635
WT,20.0,1.0,120.0,1.625,51,1524829245,0.3214125262705558,0.7035063158476925,0.5641478607829076
WT,20.0,1.0,120.0,1.625,52,319434624,0.4667216011127783,0.5771145214353192,0.5075234288865914
WT,20.0,1.0,120.0,1.625,53,2032667552,0.5412009797274796,0.6553301674904451,0.5383265027804398
WT,20.0,1.0,120.0,1.625,54,1564774687,0.41862857691948857,0.5381049211332093,0.5578944965915814
WT,20.0,1.0,120.0,1.625,55,2092577640,0.5919876718667982,0.681531522627385,0.6260521757502656
WT,20.0,1.0,120.0,1.625,56,1166111204,0.32354086020317435,0.5286527704607298,0.5766506069299505
WT,20.0,1.0,120.0,1.625,57,1607521147,0.3958969093791778,0.424820953174574,0.5077402218118298
WT,20.0,1.0,120.0,1.625,58,1324596573,0.6848727631736826,0.7366400572529358,0.7010537240950607
WT,20.0,1.0,120.0,1.625,59,1726642687,0.4105527538552399,0.5453521639114153,0.7266459852118032
WT,20.0,1.0,120.0,1.625,60,1888313977,0.3535850830109302,0.45156174096338936,0.4283366194228945
WT,20.0,1.0,120.0,1.625,61,1985561720,0.3105095324478406,0.4515126338402673,0.6048326456307259
WT,20.0,1.0,120.0,1.625,62,485771147,0.5931209262791023,0.6605527612391187,0.6675729775407123
WT,20.0,1.0,120.0,1.625,63,1796771385,0.46787949515821076,0.6092666219047096,0.5030813314756633
WT,20.0,1.0,120.0,1.625,64,766643757,0.3108674205412395,0.6258391453245955,0.7014351327083556
WT,20.0,1.0,120.0,1.625,65,554969948,0.19331560902583533,0.5720965791339165,0.4534436870594573
WT,20.0,1.0,120.0,1.625,66,1418387863,0.2669136423927734,0.5394486495775056,0.4178293249064974
WT,20.0,1.0,120.0,1.625,67,1770578616,0.2659019834594416,0.695629141630631,0.561167163381377
WT,20.0,1.0,120.0,1.625,68,507183781,0.3655764038469879,0.5482645476647082,0.6098068563666827
WT,20.0,1.0,120.0,1.625,69,1782558243,0.2745171287454458,0.560124219314657,0.7836370553690533
WT,20.0,1.0,120.0,1.625,70,895155732,0.26772227194150783,0.5099325892487171,0.5772773890700565
WT,20.0,1.0,120.0,1.625,71,720148324,0.5250048618575135,0.7008342301359858,0.6263784370861268
WT,20.0,1.0,120.0,1.625,72,1582122199,0.4461754770846466,0.7141512341031091,0.6488337888840271
WT,20.0,1.0,120.0,1.625,73,1951878275,0.43693876550788796,0.4949254708287285,0.6227775818720332
WT,20.0,1.0,120.0,1.625,74,850305651,0.7317006757103358,0.8895369444794308,0.780785422220881
WT,20.0,1.0,120.0,1.625,75,146415610,0.4843853812776297,0.6574818369994406,0.6088535216560256
WT,20.0,1.0,120.0,1.625,76,506504968,0.3406014902808056,0.5417296053627982,0.6331163124468697
WT,20.0,1.0,120.0,1.625,77,1164456162,0.3630449267096516,0.6198197516352318,0.693329211153181
WT,20.0,1.0,120.0,1.625,78,1436613566,0.3900990613601699,0.7226767040984173,0.7085424583306255
WT,20.0,1.0,120.0,1.625,79,492357652,0.34972051812633426,0.666998423407544,0.6615690288907509
WT,20.0,1.0,120.0,1.625,80,1275714321,0.45260771442579273,0.6516270291750138,0.579914160259846
WT,20.0,1.0,120.0,1.625,81,115492695,0.42745853140906914,0.49658351132745593,0.639281693712674
WT,20.0,1.0,120.0,1.625,82,1538334324,0.33208685176676983,0.6414223780436172,0.7751703075013843
WT,20.0,1.0,120.0,1.625,83,405827099,0.42022483819789413,0.6153434622342205,0.6467514101863892
WT,20.0,1.0,120.0,1.625,84,1328323725,0.2422015866970905,0.47454562689378,0.5158262889539347
WT,20.0,1.0,120.0,1.625,85,1167083081,0.32539554202854126,0.5377701065261712,0.5619431643629688
WT,20.0,1.0,120.0,1.625,86,776272372,0.5569411959094875,0.575697313029649,0.7084297494030941
WT,20.0,1.0,120.0,1.625,87,1135007690,0.5999184911175535,0.8796953818253684,0.61568218142312
WT,20.0,1.0,120.0,1.625,88,598824061,0.41163315158714736,0.805216131474305,0.5192943406503472
WT,20.0,1.0,120.0,1.625,89,623301253,0.5355082641043165,0.4806108563122264,0.5741466255080154
WT,20.0,1.0,120.0,1.625,90,2042901480,0.6319916949566109,0.7484888719433332,0.8179010024650771
WT,20.0,1.0,120.0,1.625,91,2089944286,0.31184126664576506,0.6488466373668149,0.6352393229508206
WT,20.0,1.0,120.0,1.625,92,1201751906,0.41709796172389524,0.635461465655371,0.6975714468827884
WT,20.0,1.0,120.0,1.625,93,1707274007,0.39704279907776807,0.5757113740606754,0.5073292453811195
WT,20.0,1.0,120.0,1.625,94,2031444617,0.23820505907023837,0.5413923683601013,0.6026766928970676
WT,20.0,1.0,120.0,1.625,95,1021644827,0.39071395617747184,0.5940956944743024,0.7093937718669868
WT,20.0,1.0,120.0,1.625,96,1106617184,0.4035313343183619,0.578083369984963,0.5694092836367327
WT,20.0,1.0,120.0,1.625,97,1572947672,0.44791817174314325,0.6288158741308758,0.45557675411424176
WT,20.0,1.0,120.0,1.625,98,1398504477,0.2410473565214274,0.46949976165751245,0.5424560717515821
WT,20.0,1.0,120.0,1.625,99,679618480,0.44641964892421426,0.6045586305073479,0.3563680099492348
WT,20.0,1.0,120.0,1.75,0,1168784116,0.4987182835351078,0.659867684090992,0.47921479166450537
WT,20.0,1.0,120.0,1.75,1,921289450,0.35919782771846276,0.615037316053221,0.5320010199851783
WT,20.0,1.0,120.0,1.75,2,1293255992,0.4690697101423792,0.7522749751177412,0.6823041613546205
WT,20.0,1.0,120.0,1.75,3,1702858716,0.6349245100786042,0.8931575630667095,0.6901476013592546
WT,20.0,1.0,120.0,1.75,4,1895310323,0.47659117260700296,0.6605361690659581,0.6363725260844189
WT,20.0,1.0,120.0,1.75,5,211694680,0.37544507532821747,0.7178018929392138,0.47862377271672557
WT,20.0,1.0,120.0,1.75,6,280584697,0.4792725892424702,0.604300523202169,0.6319677135956178
WT,20.0,1.0,120.0,1.75,7,617447500,0.3689907298671739,0.831949623991954,0.5998847402797807
WT,20.0,1.0,120.0,1.75,8,1249765968,0.6187815143240456,0.7072576596176411,0.7224984180135048
WT,20.0,1.0,120.0,1.75,9,1504658074,0.33234236634831027,0.5996495377054134,0.4316140915032284
WT,20.0,1.0,120.0,1.75,10,1008898872,0.430949962103773,0.7451757381444818,0.7837832859577296
WT,20.0,1.0,120.0,1.75,11,794319243,0.3134807531842311,0.525240232368505,0.38863000873555387
WT,20.0,1.0,120.0,1.75,12,204008863,0.5104121706917839,0.7800663716200554,0.6041383473405514
WT,20.0,1.0,120.0,1.75,13,1880439445,0.3167722627015674,0.6890707175653961,0.46976685289255077
WT,20.0,1.0,120.0,1.75,14,1306372712,0.34377896134786917,0.6805062284748292,0.5917685724241495
WT,20.0,1.0,120.0,1.75,15,2122084012,0.26774548835934,0.6155345149660334,0.5414838510821383
WT,20.0,1.0,120.0,1.75,16,1976297044,0.42041510861602893,0.6611613900126672,0.6813246682567035
WT,20.0,1.0,120.0,1.75,17,784548992,0.406440562134572,0.6829863006634332,0.5225027537161323
WT,20.0,1.0,120.0,1.75,18,2121403537,0.6892107200195731,0.8543755446756208,0.7673788846617271
WT,20.0,1.0,120.0,1.75,19,347016859,0.2938865399924095,0.6055775527316453,0.6213707321413291
WT,20.0,1.0,120.0,1.75,20,527842052,0.3737329863928021,0.6517874637894198,0.6708978518592472
WT,20.0,1.0,120.0,1.75,21,215409799,0.5010949551025202,0.6993774223079291,0.47975146186471895
WT,20.0,1.0,120.0,1.75,22,350632298,0.4014264703659754,0.583625904453186,0.507660178321466
WT,20.0,1.0,120.0,1.75,23,2071774379,0.5695192501770636,0.8148580779262229,0.5130958838062745
WT,20.0,1.0,120.0,1.75,24,1492822048,0.48643428121109533,0.7040856470235892,0.5569616449141932
WT,20.0,1.0,120.0,1.75,25,199233221,0.45691234258384017,0.7543934495279566,0.5284755793316879
WT,20.0,1.0,120.0,1.75,26,1395966768,0.32870692022398623,0.5646019530235535,0.5711783048960931
WT,20.0,1.0,120.0,1.75,27,786556690,0.314952118486457,0.6968104711762444,0.4974947085133687
WT,20.0,1.0,120.0,1.75,28,649984770,0.47855528566097083,0.7163885159204498,0.5436702629138799
WT,20.0,1.0,120.0,1.75,29,337723248,0.28969717452423505,0.5412377054400341,0.5916191279583581
WT,20.0,1.0,120.0,1.75,30,1094264184,0.35164127313152904,0.670968369630209,0.5156800284025884
WT,20.0,1.0,120.0,1.75,31,2089154132,0.3177135872513205,0.6419535424670653,0.5003983479049725
WT,20.0,1.0,120.0,1.75,32,1584690825,0.4110383516326557,0.6462129758491363,0.6107960142100591
WT,20.0,1.0,120.0,1.75,33,795962858,0.3225151788832485,0.45645014862818045,0.43427446115525997
WT,20.0,1.0,120.0,1.75,34,827737825,0.6706921630542105,0.8340060557108039,0.6635521557316202
WT,20.0,1.0,120.0,1.75,35,234713593,0.3113800428668347,0.6557141241622589,0.5781484226139665
WT,20.0,1.0,120.0,1.75,36,885327366,0.5005139618262381,0.7426132381221151,0.6652486166412315
WT,20.0,1.0,120.0,1.75,37,928832081,0.6075343422133584,0.8314339944657962,0.5175804888586625
WT,20.0,1.0,120.0,1.75,38,1947615286,0.3540415507196312,0.6146638462632691,0.46942106853195764
WT,20.0,1.0,120.0,1.75,39,20360091,0.47650455318030555,0.5959644287406566,0.4742325636951909
WT,20.0,1.0,120.0,1.75,40,1806363173,0.4990431879376406,0.6840134638683055,0.577439461074036
WT,20.0,1.0,120.0,1.75,41,1312343691,0.43681111440106213,0.853741377603561,0.49904487552907933
WT,20.0,1.0,120.0,1.75,42,1762120781,0.28978073094166545,0.5892418996485987,0.47693896832518096
WT,20.0,1.0,120.0,1.75,43,1700607009,0.3326813363184658,0.6244165815664096,0.541484808422525
WT,20.0,1.0,120.0,1.75,44,1634649145,0.44381322341776724,0.7274083970859544,0.5817483141453683
WT,20.0,1.0,120.0,1.75,45,1036024353,0.29695003105190815,0.622609504674154,0.37951245646653375
WT,20.0,1.0,120.0,1.75,46,261494503,0.43683454171922553,0.6686879111364692,0.4669778154447679
WT,20.0,1.0,120.0,1.75,47,2001682155,0.5692275856712737,0.6571706777934184,0.6986173722081586
WT,20.0,1.0,120.0,1.75,48,1311960750,0.5362525952517333,0.7474273314016601,0.5847754308632889
WT,20.0,1.0,120.0,1.75,49,295114914,0.6261923216615131,0.7048115338107913,0.7037417799375437
WT,20.0,1.0,120.0,1.75,50,2006889349,0.3726808457427373,0.5834020353815171,0.5765980315710834
WT,20.0,1.0,120.0,1.75,51,1524829245,0.6427330210573982,0.7011337266069901,0.5921069677912391
WT,20.0,1.0,120.0,1.75,52,319434624,0.5644051298729513,0.7307991519873581,0.5723792279320769
WT,20.0,1.0,120.0,1.75,53,2032667552,0.5050927986520952,0.7756861044437485,0.7253081388127911
WT,20.0,1.0,120.0,1.75,54,1564774687,0.4962477297066892,0.876346336651983,0.49023946354069275
WT,20.0,1.0,120.0,1.75,55,2092577640,0.35392584814238676,0.5176144909834005,0.46137051035041504
WT,20.0,1.0,120.0,1.75,56,1166111204,0.2401476369257147,0.657698678499212,0.5100087477862988
WT,20.0,1.0,120.0,1.75,57,1607521147,0.624552430818893,0.8508235613291582,0.5907288677077466
WT,20.0,1.0,120.0,1.75,58,1324596573,0.6560820181131972,0.6622666204814357,0.619276413498331
WT,20.0,1.0,120.0,1.75,59,1726642687,0.5031569919819173,0.645656854125275,0.5511198617581564
WT,20.0,1.0,120.0,1.75,60,1888313977,0.4572934758471865,0.5170924021808249,0.4600637933654589
WT,20.0,1.0,120.0,1.75,61,1985561720,0.3923880658527877,0.6805069703390804,0.5231034734463127
WT,20.0,1.0,120.0,1.75,62,485771147,0.5996112290540558,0.583123971580219,0.6192958189710412
WT,20.0,1.0,120.0,1.75,63,1796771385,0.4495489700713792,0.8523934929697048,0.6349748169150045
WT,20.0,1.0,120.0,1.75,64,766643757,0.2750302988328445,0.6378644829387727,0.62510244581395
WT,20.0,1.0,120.0,1.75,65,554969948,0.4699666285671908,0.7901065220640566,0.7313354362653471
WT,20.0,1.0,120.0,1.75,66,1418387863,0.4877023594063536,0.6996271840653053,0.46402992219058314
WT,20.0,1.0,120.0,1.75,67,1770578616,0.3205775692641232,0.6543459566861805,0.4728912767615071
WT,20.0,1.0,120.0,1.75,68,507183781,0.37061942588621927,0.6012334910584565,0.5345035056640828
WT,20.0,1.0,120.0,1.75,69,1782558243,0.39004999800039497,0.7623124542868935,0.536886061637908
WT,20.0,1.0,120.0,1.75,70,895155732,0.3493079115030333,0.6614273838748497,0.5713173976763326
WT,20.0,1.0,120.0,1.75,71,720148324,0.4076112500108136,0.6736630649925689,0.5720570345705293
WT,20.0,1.0,120.0,1.75,72,1582122199,0.4983994919372407,0.8892247463605147,0.5752961332622785
WT,20.0,1.0,120.0,1.75,73,1951878275,0.378032905630025,0.7206288107161488,0.4946502692189524
WT,20.0,1.0,120.0,1.75,74,850305651,0.4351606196769715,0.6909862155947604,0.4081097276978362
WT,20.0,1.0,120.0,1.75,75,146415610,0.41816879330202994,0.7320607218226186,0.536038551555965
WT,20.0,1.0,120.0,1.75,76,506504968,0.2755113862205594,0.4678844306625089,0.4535691939411088
WT,20.0,1.0,120.0,1.75,77,1164456162,0.3375072789062307,0.727915499857134,0.6565903166707547
WT,20.0,1.0,120.0,1.75,78,1436613566,0.3681526124423696,0.6246284048252767,0.5349113263994955
WT,20.0,1.0,120.0,1.75,79,492357652,0.3955751885534614,0.7339544601732713,0.4581001008883627
WT,20.0,1.0,120.0,1.75,80,1275714321,0.4693612270887575,0.6153086915999837,0.49700324567064125
WT,20.0,1.0,120.0,1.75,81,115492695,0.5018404616190204,0.6679569476739259,0.5781202930073134
WT,20.0,1.0,120.0,1.75,82,1538334324,0.4717951199478198,0.9098104810835398,0.5673970041664791
WT,20.0,1.0,120.0,1.75,83,405827099,0.33068419023860085,0.5216581847451469,0.5930386500920811
WT,20.0,1.0,120.0,1.75,84,1328323725,0.49155556186818194,0.7066344489132653,0.7020526280606153
WT,20.0,1.0,120.0,1.75,85,1167083081,0.27304109460441756,0.5889760884354098,0.40059325654404093
WT,20.0,1.0,120.0,1.75,86,776272372,0.31697163546100193,0.6338504042577268,0.5387774806826778
WT,20.0,1.0,120.0,1.75,87,1135007690,0.7038413971420222,1.028007144498839,0.7006757480854727
WT,20.0,1.0,120.0,1.75,88,598824061,0.37324276367747183,0.6571946359227357,0.5235572887661032
WT,20.0,1.0,120.0,1.75,89,623301253,0.6277082199051213,0.6716464550455062,0.6388722393161189
WT,20.0,1.0,120.0,1.75,90,2042901480,0.46025017838271776,0.5795039439289987,0.757370518569192
WT,20.0,1.0,120.0,1.75,91,2089944286,0.39739745346760685,0.7402629541148807,0.5300084022991297
WT,20.0,1.0,120.0,1.75,92,1201751906,0.5940469741123023,0.9251124591762164,0.5877242307742787
WT,20.0,1.0,120.0,1.75,93,1707274007,0.4591768709955744,0.5756212104447612,0.7217944751283916
WT,20.0,1.0,120.0,1.75,94,2031444617,0.4093662108078411,0.815538719770674,0.5078961731991687
WT,20.0,1.0,120.0,1.75,95,1021644827,0.32856311956427253,0.6750055565033741,0.49642414043512306
