condition,amplitude,distractor_factor,offset_deg,phase_pi,trial_idx,seed,plv_mean_delay2,cue_power_mean_delay2,dist_power_mean_delay2
a7_KO,20.0,1.0,90.0,0.375,4,1895310323,0.40596752572006456,16.110874144877027,0.8636064126481021
a7_KO,20.0,1.0,90.0,0.375,5,211694680,0.46450137788085305,20.244517404588336,0.4507062336583406
a7_KO,20.0,1.0,90.0,0.375,6,280584697,0.4260015732828544,16.418593994375524,0.4316287805655094
a7_KO,20.0,1.0,90.0,0.375,7,617447500,0.4131199028911142,14.909051337059156,0.9829846121249826
a7_KO,20.0,1.0,90.0,0.375,8,1249765968,0.40525905341078966,19.875911924402413,0.24088680422736114
a7_KO,20.0,1.0,90.0,0.375,9,1504658074,0.48353159236721727,19.390626238754177,0.7238797472968679
a7_KO,20.0,1.0,90.0,0.375,10,1008898872,0.32484156466841835,14.488739622657615,0.6513484600151549
a7_KO,20.0,1.0,90.0,0.375,11,794319243,0.24070128197187612,18.50816843813726,0.45578739537702384
a7_KO,20.0,1.0,90.0,0.375,12,204008863,0.45270031211347117,14.83463869425407,1.1998143108285992
a7_KO,20.0,1.0,90.0,0.375,13,1880439445,0.25080004360247565,20.473222196210536,0.39004276538279187
a7_KO,20.0,1.0,90.0,0.375,14,1306372712,0.35520004305437325,17.306529996876943,0.9054309400067172
a7_KO,20.0,1.0,90.0,0.375,15,2122084012,0.4694394253683546,12.009545363887048,2.33788273197049
a7_KO,20.0,1.0,90.0,0.375,16,1976297044,0.40904137268389246,13.862805151159147,2.0032925889592974
a7_KO,20.0,1.0,90.0,0.375,17,784548992,0.46328039078121463,21.54476420332023,0.19634963915510387
a7_KO,20.0,1.0,90.0,0.375,18,2121403537,0.4397999673080516,20.862414092236865,0.28152211953845097
a7_KO,20.0,1.0,90.0,0.375,19,347016859,0.3675351379447695,17.44440309055945,0.23667704780113097
a7_KO,20.0,1.0,90.0,0.375,20,527842052,0.26873470523909665,16.405929602073122,0.4151739279654992
a7_KO,20.0,1.0,90.0,0.375,21,215409799,0.2997669584198894,21.340311471790386,0.4203414344961422
a7_KO,20.0,1.0,90.0,0.375,22,350632298,0.4248516980349544,21.36398367102028,0.8331132247306153
a7_KO,20.0,1.0,90.0,0.375,23,2071774379,0.37264621772810147,16.960753622828573,1.3586843586396389
a7_KO,20.0,1.0,90.0,0.375,24,1492822048,0.3952754959782787,24.18867809444493,0.30864233411630293
a7_KO,20.0,1.0,90.0,0.375,25,199233221,0.35881568325120106,14.527138716547386,1.2457729163675728
a7_KO,20.0,1.0,90.0,0.375,26,1395966768,0.37061008435477094,15.999777757003363,1.2963540964205822
a7_KO,20.0,1.0,90.0,0.375,27,786556690,0.39384206684076956,16.72681459846757,1.45081961447011
a7_KO,20.0,1.0,90.0,0.375,28,649984770,0.38575748490249767,14.902836107497,1.189660707868705
a7_KO,20.0,1.0,90.0,0.375,29,337723248,0.41825731983273945,17.84871767718738,0.6806523720839043
a7_KO,20.0,1.0,90.0,0.375,30,1094264184,0.36623983475707916,15.58568558220904,0.7630455371465333
a7_KO,20.0,1.0,90.0,0.375,31,2089154132,0.3955340954188655,15.253043466084394,1.848185489314799
a7_KO,20.0,1.0,90.0,0.375,32,1584690825,0.3530940945452963,14.50417067021315,2.472606879939792
a7_KO,20.0,1.0,90.0,0.375,33,795962858,0.3058520324875105,22.162953553282364,0.2078284136411413
a7_KO,20.0,1.0,90.0,0.375,34,827737825,0.3616538013869329,17.643277032326136,0.35182179483943915
a7_KO,20.0,1.0,90.0,0.375,35,234713593,0.5545568191316357,17.738311456808088,0.8208289835993128
a7_KO,20.0,1.0,90.0,0.375,36,885327366,0.38074997642776065,24.16997706352469,0.6821465595633028
a7_KO,20.0,1.0,90.0,0.375,37,928832081,0.4721831852191562,19.74890989495733,0.35890712991276
a7_KO,20.0,1.0,90.0,0.375,38,1947615286,0.4965355292225246,24.098286828207673,0.6887203376305987
a7_KO,20.0,1.0,90.0,0.375,39,20360091,0.37378512749967424,22.631843279846727,0.08012546461496445
a7_KO,20.0,1.0,90.0,0.375,40,1806363173,0.4438679309679338,22.983729297397126,0.19015865259350742
a7_KO,20.0,1.0,90.0,0.375,41,1312343691,0.5034349132511896,12.396582118163069,1.8843267456357742
a7_KO,20.0,1.0,90.0,0.375,42,1762120781,0.5131336199519205,19.140145624196645,0.33891292608077256
a7_KO,20.0,1.0,90.0,0.375,43,1700607009,0.2500280777690245,19.903749044484606,0.5394434076276995
a7_KO,20.0,1.0,90.0,0.375,44,1634649145,0.26719709017007015,17.79241042346387,0.20757668669220258
a7_KO,20.0,1.0,90.0,0.375,45,1036024353,0.37939136830193,18.67139270944745,0.09839820510791454
a7_KO,20.0,1.0,90.0,0.375,46,261494503,0.31517609540518793,15.236259937316255,0.49253584272432954
a7_KO,20.0,1.0,90.0,0.375,47,2001682155,0.4644094950227587,12.856376028468187,2.142536011302787
a7_KO,20.0,1.0,90.0,0.375,48,1311960750,0.28906843588930453,12.38650110773218,1.4081316133103619
a7_KO,20.0,1.0,90.0,0.375,49,295114914,0.3848358220556021,19.27383209554118,0.5874549110614059
a7_KO,20.0,1.0,90.0,0.375,50,2006889349,0.5082627477336988,17.720958412895442,0.9187967228353457
a7_KO,20.0,1.0,90.0,0.375,51,1524829245,0.4045707912718134,17.378476164582896,0.4865770811436882
a7_KO,20.0,1.0,90.0,0.375,52,319434624,0.4473738685711071,17.923706151265936,0.6911951876332564
a7_KO,20.0,1.0,90.0,0.375,53,2032667552,0.4754988202580908,19.8979110436254,0.7853656193008045
a7_KO,20.0,1.0,90.0,0.375,54,1564774687,0.4428221830880732,21.601804016375816,0.3260497881505923
a7_KO,20.0,1.0,90.0,0.375,55,2092577640,0.310954645118104,13.138780594377181,0.6390619800085446
a7_KO,20.0,1.0,90.0,0.375,56,1166111204,0.3367308984964947,14.828854020384577,1.0257741199330939
a7_KO,20.0,1.0,90.0,0.375,57,1607521147,0.3778296565453292,16.206735717074565,1.4033815693989615
a7_KO,20.0,1.0,90.0,0.375,58,1324596573,0.3670609745774094,19.774384825082162,0.24469634758657133
a7_KO,20.0,1.0,90.0,0.375,59,1726642687,0.46788633760926773,21.297969100019106,0.8083355355887505
a7_KO,20.0,1.0,90.0,0.375,60,1888313977,0.48245178530100286,23.08220689087124,0.9782262452892095
a7_KO,20.0,1.0,90.0,0.375,61,1985561720,0.39941483260041705,20.920813062575363,0.4764786467706386
a7_KO,20.0,1.0,90.0,0.375,62,485771147,0.5229189298905995,12.25407939689175,1.854956092593043
a7_KO,20.0,1.0,90.0,0.375,63,1796771385,0.4644842242489489,19.538254979270423,0.5053686084773363
a7_KO,20.0,1.0,90.0,0.375,64,766643757,0.4533033394847488,18.073057677046084,1.312763068367615
a7_KO,20.0,1.0,90.0,0.375,65,554969948,0.35677325375867214,21.18872466128501,0.4814146458366309
a7_KO,20.0,1.0,90.0,0.375,66,1418387863,0.45866867616891205,18.49782915779322,0.994150844386601
a7_KO,20.0,1.0,90.0,0.375,67,1770578616,0.2697682085528351,16.732702683675402,0.20348052210306314
a7_KO,20.0,1.0,90.0,0.375,68,507183781,0.37272376063055296,25.14155247408536,0.06817169695432827
a7_KO,20.0,1.0,90.0,0.375,69,1782558243,0.4778501366765097,19.469882561504445,0.4598952438245865
a7_KO,20.0,1.0,90.0,0.375,70,895155732,0.5359340740931486,18.206570527624542,0.6843845082187645
a7_KO,20.0,1.0,90.0,0.375,71,720148324,0.46264211322398974,11.942099543483977,1.0034825579944924
a7_KO,20.0,1.0,90.0,0.375,72,1582122199,0.3835112384032453,20.543533151562286,0.5027071560594485
a7_KO,20.0,1.0,90.0,0.375,73,1951878275,0.44733539088242813,17.982378747961732,0.6410618856475507
a7_KO,20.0,1.0,90.0,0.375,74,850305651,0.4653479849338002,18.886212246464968,0.6628415685168303
a7_KO,20.0,1.0,90.0,0.375,75,146415610,0.44344480419160637,16.362046505951067,0.8777872672965333
a7_KO,20.0,1.0,90.0,0.375,76,506504968,0.38276036471982716,18.652765454171575,0.5903975929545353
a7_KO,20.0,1.0,90.0,0.375,77,1164456162,0.3834186676753222,9.472654407349303,2.6404755841599212
a7_KO,20.0,1.0,90.0,0.375,78,1436613566,0.4199940279617906,15.196077589897447,0.6140603110097133
a7_KO,20.0,1.0,90.0,0.375,79,492357652,0.35686284824986125,16.487621098049765,1.124476459718538
a7_KO,20.0,1.0,90.0,0.375,80,1275714321,0.5249226908381992,24.01786635122636,0.5313129147743068
a7_KO,20.0,1.0,90.0,0.375,81,115492695,0.3320301875106437,14.5573342657776,1.240029784047076
a7_KO,20.0,1.0,90.0,0.375,82,1538334324,0.3765808449302302,19.603729507877482,0.34438434437434046
a7_KO,20.0,1.0,90.0,0.375,83,405827099,0.4768487942842802,13.363636881147137,1.2557817403194815
a7_KO,20.0,1.0,90.0,0.375,84,1328323725,0.3662378769990058,18.532959557910285,0.7600386621803092
a7_KO,20.0,1.0,90.0,0.375,85,1167083081,0.3763536788998136,19.54322581931378,0.6188777941950772
a7_KO,20.0,1.0,90.0,0.375,86,776272372,0.48497462353791343,18.87171858281245,0.4592128491599386
a7_KO,20.0,1.0,90.0,0.375,87,1135007690,0.3348237002613211,15.752343581521103,1.387262784038283
a7_KO,20.0,1.0,90.0,0.375,88,598824061,0.4992561348671059,23.58803058503057,0.1948035981456728
a7_KO,20.0,1.0,90.0,0.375,89,623301253,0.3389618098517037,18.787275403725904,0.9781545595182429
a7_KO,20.0,1.0,90.0,0.375,90,2042901480,0.4050853183520683,13.96828254088063,0.1219263056167803
a7_KO,20.0,1.0,90.0,0.375,91,2089944286,0.5300488422234407,17.86065774243844,1.8446581558396373
a7_KO,20.0,1.0,90.0,0.375,92,1201751906,0.3307293307093989,13.167084878089726,0.982046183477438
a7_KO,20.0,1.0,90.0,0.375,93,1707274007,0.42466210798500126,15.351389398780828,0.1934671162185397
a7_KO,20.0,1.0,90.0,0.375,94,2031444617,0.4249520164895287,18.550000295717933,0.5001220106909001
a7_KO,20.0,1.0,90.0,0.375,95,1021644827,0.37817825740021505,13.376850628766613,1.22424833975502
a7_KO,20.0,1.0,90.0,0.375,96,1106617184,0.47722562337905466,12.64073141248232,0.8828643842255112
a7_KO,20.0,1.0,90.0,0.375,97,1572947672,0.3718548544236455,17.771731918084384,0.3170063188360669
a7_KO,20.0,1.0,90.0,0.375,98,1398504477,0.4500121371126514,14.136914133504051,1.5659727762581346
a7_KO,20.0,1.0,90.0,0.375,99,679618480,0.33741882044989085,20.853996906500356,0.11521670579005798
a7_KO,20.0,1.0,90.0,0.5,0,1168784116,0.3443031813011718,22.949541863836476,0.5259317804932335
a7_KO,20.0,1.0,90.0,0.5,1,921289450,0.34907316611461975,17.17588587850733,0.27024592025139493
a7_KO,20.0,1.0,90.0,0.5,2,1293255992,0.31168702366376766,11.767646253467147,1.0176853241677124
a7_KO,20.0,1.0,90.0,0.5,3,1702858716,0.4518939855423536,16.610377734034422,0.26099403566736123
a7_KO,20.0,1.0,90.0,0.5,4,1895310323,0.45017773390456417,19.18333033565154,0.42756158426926216
a7_KO,20.0,1.0,90.0,0.5,5,211694680,0.4468272714361818,15.766968420520943,1.8796812195974697
a7_KO,20.0,1.0,90.0,0.5,6,280584697,0.34903463961080816,25.528675418612774,0.22839063607384436
a7_KO,20.0,1.0,90.0,0.5,7,617447500,0.4215702018420558,14.184281459646828,1.1052948033834995
a7_KO,20.0,1.0,90.0,0.5,8,1249765968,0.3888472004842944,15.992368573315371,0.9507551205701655
a7_KO,20.0,1.0,90.0,0.5,9,1504658074,0.3198204787619822,13.703920304472236,0.9681063067375462
a7_KO,20.0,1.0,90.0,0.5,10,1008898872,0.42833615970368066,19.481353871977735,0.9286563958716997
a7_KO,20.0,1.0,90.0,0.5,11,794319243,0.479732518816372,17.47804840454556,0.7192303743303697
a7_KO,20.0,1.0,90.0,0.5,12,204008863,0.36882595530337814,19.339886967965736,0.865532017953525
a7_KO,20.0,1.0,90.0,0.5,13,1880439445,0.4214285985909708,16.3549486091116,1.2895887234069017
a7_KO,20.0,1.0,90.0,0.5,14,1306372712,0.4636302618669049,21.691476623962576,0.6617218845506231
a7_KO,20.0,1.0,90.0,0.5,15,2122084012,0.385800022542489,16.60630757362554,0.4566723258693035
a7_KO,20.0,1.0,90.0,0.5,16,1976297044,0.5882049516115081,19.486796631991414,0.9302168145235814
a7_KO,20.0,1.0,90.0,0.5,17,784548992,0.3283470954432642,14.13752623598828,1.0022640178197908
a7_KO,20.0,1.0,90.0,0.5,18,2121403537,0.3966030731078339,20.434431007477265,1.0258154163051634
a7_KO,20.0,1.0,90.0,0.5,19,347016859,0.3403757040078868,24.77719371503931,0.12233237819051479
a7_KO,20.0,1.0,90.0,0.5,20,527842052,0.4305378707893295,20.45235087229993,0.46976768054604234
a7_KO,20.0,1.0,90.0,0.5,21,215409799,0.4085844843735231,16.78802345437409,0.3972373379145076
a7_KO,20.0,1.0,90.0,0.5,22,350632298,0.34988439268588684,17.555646786157293,0.12740586463437747
a7_KO,20.0,1.0,90.0,0.5,23,2071774379,0.33382593773177394,23.69575673829376,0.7749202947457084
a7_KO,20.0,1.0,90.0,0.5,24,1492822048,0.44270806367278404,16.41726317622426,1.329126319475896
a7_KO,20.0,1.0,90.0,0.5,25,199233221,0.5047176595373093,10.236126400858533,1.4892534510481872
a7_KO,20.0,1.0,90.0,0.5,26,1395966768,0.29942349067951696,15.641548146229878,0.4133873207065423
a7_KO,20.0,1.0,90.0,0.5,27,786556690,0.49201424871477994,16.493368979873306,1.3508086666683352
a7_KO,20.0,1.0,90.0,0.5,28,649984770,0.35005116401124875,17.385204614988396,0.6185862621533749
a7_KO,20.0,1.0,90.0,0.5,29,337723248,0.49621625531353236,17.137990974459843,0.6935715671220836
a7_KO,20.0,1.0,90.0,0.5,30,1094264184,0.3724911030785293,18.196862851841697,0.266499788736207
a7_KO,20.0,1.0,90.0,0.5,31,2089154132,0.43658455192555434,18.4339519817483,0.8666688957906229
a7_KO,20.0,1.0,90.0,0.5,32,1584690825,0.3776162170483278,12.958533085619699,1.72751616365744
a7_KO,20.0,1.0,90.0,0.5,33,795962858,0.4037374938329096,15.065573023256153,0.7368072232785103
a7_KO,20.0,1.0,90.0,0.5,34,827737825,0.4309412887965809,19.48555344009936,0.8198493908176417
a7_KO,20.0,1.0,90.0,0.5,35,234713593,0.34327551606155676,14.581733547027444,0.6881271494389357
a7_KO,20.0,1.0,90.0,0.5,36,885327366,0.3720043874186366,19.135814527878683,0.3853910048564529
a7_KO,20.0,1.0,90.0,0.5,37,928832081,0.48076929013065384,19.739720310300665,0.8919251048091396
a7_KO,20.0,1.0,90.0,0.5,38,1947615286,0.34637110707768975,17.09278174174418,1.0812017019942084
a7_KO,20.0,1.0,90.0,0.5,39,20360091,0.22939849104205975,18.144897708883654,0.5112582822827088
a7_KO,20.0,1.0,90.0,0.5,40,1806363173,0.4511238379223855,17.554137848187263,0.07248921300234247
a7_KO,20.0,1.0,90.0,0.5,41,1312343691,0.49183802445485636,21.76067799535161,0.29026750556526
a7_KO,20.0,1.0,90.0,0.5,42,1762120781,0.3785239389708034,25.045836313641306,0.642752996191366
a7_KO,20.0,1.0,90.0,0.5,43,1700607009,0.3492953871795774,22.080960379113506,0.40231772029143575
a7_KO,20.0,1.0,90.0,0.5,44,1634649145,0.35084945115294414,15.357713262426813,0.21787604975410055
a7_KO,20.0,1.0,90.0,0.5,45,1036024353,0.45681188765405545,18.567467038966843,0.705438161469931
a7_KO,20.0,1.0,90.0,0.5,46,261494503,0.5024896858746367,16.032201993987982,1.0699092491153794
a7_KO,20.0,1.0,90.0,0.5,47,2001682155,0.19560194868328679,12.028624098819979,0.9321526254528897
a7_KO,20.0,1.0,90.0,0.5,48,1311960750,0.48887357028930567,24.249339602568842,0.615708267924194
a7_KO,20.0,1.0,90.0,0.5,49,295114914,0.30780724361881223,16.694721087421158,0.11109641023921137
a7_KO,20.0,1.0,90.0,0.5,50,2006889349,0.2926097434109462,14.221293271898361,0.7672798185981307
a7_KO,20.0,1.0,90.0,0.5,51,1524829245,0.30032137607863246,13.615727760598627,0.9103995609962846
a7_KO,20.0,1.0,90.0,0.5,52,319434624,0.34685175130459134,15.70132917393895,0.7065098335017268
a7_KO,20.0,1.0,90.0,0.5,53,2032667552,0.3302845008706396,17.692619899761947,1.2418519098513845
a7_KO,20.0,1.0,90.0,0.5,54,1564774687,0.45657484298159123,11.81282011767871,1.0236087342218365
a7_KO,20.0,1.0,90.0,0.5,55,2092577640,0.3651424457686025,19.11403746505926,0.6570142781017722
a7_KO,20.0,1.0,90.0,0.5,56,1166111204,0.3520610082406923,15.965545276906681,1.3334796628639844
a7_KO,20.0,1.0,90.0,0.5,57,1607521147,0.3178400619309152,16.09772017893322,0.429831039996218
a7_KO,20.0,1.0,90.0,0.5,58,1324596573,0.5014948092576781,12.937132891631723,1.6421875219237094
a7_KO,20.0,1.0,90.0,0.5,59,1726642687,0.4468606538186793,17.147443308057895,0.5842750405859904
a7_KO,20.0,1.0,90.0,0.5,60,1888313977,0.27555485240931826,15.055879027498152,0.8522154702342353
a7_KO,20.0,1.0,90.0,0.5,61,1985561720,0.3942130683382393,23.54067224492236,0.4341765630199538
a7_KO,20.0,1.0,90.0,0.5,62,485771147,0.42678901367472283,16.225509995728906,0.21049953929377718
a7_KO,20.0,1.0,90.0,0.5,63,1796771385,0.3061934910923955,13.656025078528181,0.33121951500200403
a7_KO,20.0,1.0,90.0,0.5,64,766643757,0.4513389827241877,12.122966481766808,0.7568974864225102
a7_KO,20.0,1.0,90.0,0.5,65,554969948,0.34544217510668784,19.19617035516169,0.3378737507035666
a7_KO,20.0,1.0,90.0,0.5,66,1418387863,0.31270190583520874,15.224914121242467,0.09449388724651842
a7_KO,20.0,1.0,90.0,0.5,67,1770578616,0.40243912346152316,19.613912259596972,0.14700246014641938
a7_KO,20.0,1.0,90.0,0.5,68,507183781,0.3746055621756422,10.261402265700728,1.7319437240607618
a7_KO,20.0,1.0,90.0,0.5,69,1782558243,0.35184730106867357,14.569311879787538,0.5591690395195602
a7_KO,20.0,1.0,90.0,0.5,70,895155732,0.39104346544979707,16.21519453830718,0.3680465996149873
a7_KO,20.0,1.0,90.0,0.5,71,720148324,0.434661781473549,21.388448027456835,0.48008162229943757
a7_KO,20.0,1.0,90.0,0.5,72,1582122199,0.33979394443736094,16.392185731612642,1.046034661062192
a7_KO,20.0,1.0,90.0,0.5,73,1951878275,0.39753847415639215,17.47504251983722,0.6106938512694481
a7_KO,20.0,1.0,90.0,0.5,74,850305651,0.3396072203482487,18.769325389836634,0.42244231486754114
a7_KO,20.0,1.0,90.0,0.5,75,146415610,0.45753750389212816,15.550583267171497,0.24121123092349037
a7_KO,20.0,1.0,90.0,0.5,76,506504968,0.36265704309957353,12.984456250024643,2.2349022625786388
a7_KO,20.0,1.0,90.0,0.5,77,1164456162,0.39372176230963624,18.909413431686517,0.2649113888228408
a7_KO,20.0,1.0,90.0,0.5,78,1436613566,0.3568934489360608,18.455720856662147,0.5433572166306451
a7_KO,20.0,1.0,90.0,0.5,79,492357652,0.43008860172372715,12.987142325689886,0.8945832914977143
a7_KO,20.0,1.0,90.0,0.5,80,1275714321,0.4015084409046473,11.616590412795567,2.411816922947041
a7_KO,20.0,1.0,90.0,0.5,81,115492695,0.3726074607744186,17.918915449098208,0.9885709500199819
a7_KO,20.0,1.0,90.0,0.5,82,1538334324,0.33581263399755906,22.225470816982277,0.36730911381322673
a7_KO,20.0,1.0,90.0,0.5,83,405827099,0.3966958692583782,17.18039341443908,0.12808119148463634
a7_KO,20.0,1.0,90.0,0.5,84,1328323725,0.3064151136165623,14.126758564744291,0.5754563153560942
a7_KO,20.0,1.0,90.0,0.5,85,1167083081,0.2579893670096191,21.45318109464541,0.5972650443189536
a7_KO,20.0,1.0,90.0,0.5,86,776272372,0.42187616794966903,14.801721925484118,0.7641066063544966
a7_KO,20.0,1.0,90.0,0.5,87,1135007690,0.3342785018962374,21.42628276132232,0.421491036858251
a7_KO,20.0,1.0,90.0,0.5,88,598824061,0.3972141455900431,16.386254964518383,0.6310945447212274
a7_KO,20.0,1.0,90.0,0.5,89,623301253,0.3282209915695176,19.094017916167424,0.4507185666717251
a7_KO,20.0,1.0,90.0,0.5,90,2042901480,0.38776553230850813,15.988452172941589,0.8616410948469014
a7_KO,20.0,1.0,90.0,0.5,91,2089944286,0.38187918870809767,16.979457420099152,1.0055914369211552
a7_KO,20.0,1.0,90.0,0.5,92,1201751906,0.388668624813751,20.28160356962809,0.21602044767017012
a7_KO,20.0,1.0,90.0,0.5,93,1707274007,0.3773395581687782,10.783950356374666,1.78175785630942
a7_KO,20.0,1.0,90.0,0.5,94,2031444617,0.4904614124457512,19.819458275285783,0.21295826235906096
a7_KO,20.0,1.0,90.0,0.5,95,1021644827,0.36978479542208986,22.304324446129165,1.03244443133561
a7_KO,20.0,1.0,90.0,0.5,96,1106617184,0.46716906299783767,17.12543415050362,0.4114388884427459
a7_KO,20.0,1.0,90.0,0.5,97,1572947672,0.45238364847130447,15.106850120537464,0.7748757532031056
a7_KO,20.0,1.0,90.0,0.5,98,1398504477,0.5167973519915615,13.88318823074799,0.4195459016551826
a7_KO,20.0,1.0,90.0,0.5,99,679618480,0.32328131644481783,12.664037295270798,0.5470270239160981
a7_KO,20.0,1.0,90.0,0.625,0,1168784116,0.3764709850925214,19.700854128559946,0.4354401872753433
a7_KO,20.0,1.0,90.0,0.625,1,921289450,0.3975798613851731,25.394873419134115,0.21143558006723603
a7_KO,20.0,1.0,90.0,0.625,2,1293255992,0.49049057714160044,29.803858451950706,0.6845168278452269
a7_KO,20.0,1.0,90.0,0.625,3,1702858716,0.45161475507324655,17.960134083664002,0.60693955915043
a7_KO,20.0,1.0,90.0,0.625,4,1895310323,0.33134716766686617,20.464441608728436,1.0779986513408768
a7_KO,20.0,1.0,90.0,0.625,5,211694680,0.4419706024945166,8.641139960500691,2.3938919669532464
a7_KO,20.0,1.0,90.0,0.625,6,280584697,0.2794420106706477,18.116595187188807,0.3592155938101894
a7_KO,20.0,1.0,90.0,0.625,7,617447500,0.3787101898952763,14.095567783460153,1.6469977901347035
a7_KO,20.0,1.0,90.0,0.625,8,1249765968,0.4013524040633412,17.942709551615952,0.64144181858626
a7_KO,20.0,1.0,90.0,0.625,9,1504658074,0.42811179216507605,19.6186245902749,0.5725030111724447
a7_KO,20.0,1.0,90.0,0.625,10,1008898872,0.38036114642489305,21.652983035593792,0.25312553348295086
a7_KO,20.0,1.0,90.0,0.625,11,794319243,0.4603299179526411,16.41652563867833,0.9986135181724926
a7_KO,20.0,1.0,90.0,0.625,12,204008863,0.35791217151960164,19.81848506671749,1.3415693567519715
a7_KO,20.0,1.0,90.0,0.625,13,1880439445,0.35036440914347183,17.497169320064973,0.7825671258361873
a7_KO,20.0,1.0,90.0,0.625,14,1306372712,0.43413278298370206,10.069098929481395,1.5713643189630382
a7_KO,20.0,1.0,90.0,0.625,15,2122084012,0.2923005424265289,18.006689853773615,0.717138266334064
a7_KO,20.0,1.0,90.0,0.625,16,1976297044,0.5286686891266776,21.778468823777974,0.4408036826538958
a7_KO,20.0,1.0,90.0,0.625,17,784548992,0.335215402864938,19.744729012961095,1.063009421288314
a7_KO,20.0,1.0,90.0,0.625,18,2121403537,0.37569711068743117,18.988955659765825,0.9995767031600891
a7_KO,20.0,1.0,90.0,0.625,19,347016859,0.440966515361684,23.662677766179925,0.6673578179979254
a7_KO,20.0,1.0,90.0,0.625,20,527842052,0.3867732491310953,11.540551562492766,0.9485790000888504
a7_KO,20.0,1.0,90.0,0.625,21,215409799,0.4143350683080636,19.987477638580327,0.541445699591076
a7_KO,20.0,1.0,90.0,0.625,22,350632298,0.41734262834572905,18.13712585552331,1.005653515160728
a7_KO,20.0,1.0,90.0,0.625,23,2071774379,0.5934212425426377,14.883933984908309,0.3759279096664901
a7_KO,20.0,1.0,90.0,0.625,24,1492822048,0.36371895835970397,15.861528814165844,0.8984995774443539
a7_KO,20.0,1.0,90.0,0.625,25,199233221,0.36361665830292916,13.503436537278878,1.00229423015633
a7_KO,20.0,1.0,90.0,0.625,26,1395966768,0.4203990743297561,16.01691132146437,0.9637303595673479
a7_KO,20.0,1.0,90.0,0.625,27,786556690,0.4152411682224664,14.414001434931778,2.196183716968681
a7_KO,20.0,1.0,90.0,0.625,28,649984770,0.44923252995929636,12.6408145324297,1.63209481651891
a7_KO,20.0,1.0,90.0,0.625,29,337723248,0.3747982017420712,16.111753612020756,0.7340421621209128
a7_KO,20.0,1.0,90.0,0.625,30,1094264184,0.33911116026051813,15.329766514255159,0.543007654743002
a7_KO,20.0,1.0,90.0,0.625,31,2089154132,0.4853674224741718,17.002897293535142,1.0346437419312389
a7_KO,20.0,1.0,90.0,0.625,32,1584690825,0.29153128793068145,14.65739394854877,0.7636181408647151
a7_KO,20.0,1.0,90.0,0.625,33,795962858,0.3640957091131858,15.572466815546555,1.2258535655519534
a7_KO,20.0,1.0,90.0,0.625,34,827737825,0.4491976678463525,12.396030938348558,1.9701451929000777
a7_KO,20.0,1.0,90.0,0.625,35,234713593,0.34428736381184266,19.476401681996506,1.3636997435333404
a7_KO,20.0,1.0,90.0,0.625,36,885327366,0.2943035856695147,19.86340682898368,0.5773871770497745
a7_KO,20.0,1.0,90.0,0.625,37,928832081,0.2896111924736424,15.554314761459969,0.30420224774330634
a7_KO,20.0,1.0,90.0,0.625,38,1947615286,0.3391576135524417,18.795648188792043,0.3009099786307567
a7_KO,20.0,1.0,90.0,0.625,39,20360091,0.4849997918250102,16.043750400189236,2.021286367275004
a7_KO,20.0,1.0,90.0,0.625,40,1806363173,0.39361876783230393,18.371065439326273,0.43706886261468797
a7_KO,20.0,1.0,90.0,0.625,41,1312343691,0.37275061305500007,18.03043322795109,0.723212994330119
a7_KO,20.0,1.0,90.0,0.625,42,1762120781,0.48139264531632303,22.30021671526347,0.5706287108221918
a7_KO,20.0,1.0,90.0,0.625,43,1700607009,0.4866570483372787,22.672253386015466,0.4344099378826145
a7_KO,20.0,1.0,90.0,0.625,44,1634649145,0.2696311185508375,9.749623082544355,0.8655746998069606
a7_KO,20.0,1.0,90.0,0.625,45,1036024353,0.40541576703116267,15.911573888859948,1.0162028766735942
a7_KO,20.0,1.0,90.0,0.625,46,261494503,0.3860679985166706,17.305201224890194,0.936358389488145
a7_KO,20.0,1.0,90.0,0.625,47,2001682155,0.4036379217806961,15.950927276165826,1.67692877004661
a7_KO,20.0,1.0,90.0,0.625,48,1311960750,0.36013850964746136,15.571282955997724,0.9737129622216386
a7_KO,20.0,1.0,90.0,0.625,49,295114914,0.3862609460813859,18.72537215588347,0.2875828859165574
a7_KO,20.0,1.0,90.0,0.625,50,2006889349,0.4555806947245038,14.612108705692558,1.129838816113036
a7_KO,20.0,1.0,90.0,0.625,51,1524829245,0.4014456869017882,24.78985638267305,0.36961036249045676
a7_KO,20.0,1.0,90.0,0.625,52,319434624,0.4939240903428454,22.528691367497373,0.6199131807950837
a7_KO,20.0,1.0,90.0,0.625,53,2032667552,0.3452085023585558,18.418972023516925,1.1296978002081193
a7_KO,20.0,1.0,90.0,0.625,54,1564774687,0.3657600925541551,14.64741359611454,0.4122504491642507
a7_KO,20.0,1.0,90.0,0.625,55,2092577640,0.423181036387122,11.26743053055444,1.6211107250048178
a7_KO,20.0,1.0,90.0,0.625,56,1166111204,0.37786320061813083,18.775176385183634,0.4657732829600639
a7_KO,20.0,1.0,90.0,0.625,57,1607521147,0.3873446719249076,17.908490439558165,0.25076266967798233
a7_KO,20.0,1.0,90.0,0.625,58,1324596573,0.3669798097941668,18.58569582397823,0.4475663727962983
a7_KO,20.0,1.0,90.0,0.625,59,1726642687,0.3690495077700982,12.519211480095164,1.329943547013336
