condition,amplitude,w_inter,trial_idx,seed,ref_amplitude,end_val_normalized
WT_APP,20.0,8.0,27,786556690,0.489442726930038,1.2502378737804007
WT_APP,20.0,8.0,28,649984770,0.47745885518927766,1.2502378737804007
WT_APP,20.0,8.0,29,337723248,0.4967247537899558,1.2502378737804007
WT_APP,20.0,8.0,30,1094264184,0.4762264023486686,1.2502378737804007
WT_APP,20.0,8.0,31,2089154132,0.4715157263961467,1.2502378737804007
WT_APP,20.0,8.0,32,1584690825,0.45868396008923007,1.2502378737804007
WT_APP,20.0,8.0,33,795962858,0.5285758399932876,1.2502378737804007
WT_APP,20.0,8.0,34,827737825,0.4697836275532439,1.2502378737804007
WT_APP,20.0,8.0,35,234713593,0.48924681131097336,1.2502378737804007
WT_APP,20.0,8.0,36,885327366,0.4798241733660953,1.2502378737804007
WT_APP,20.0,8.0,37,928832081,0.47537036405342875,1.2502378737804007
WT_APP,20.0,8.0,38,1947615286,0.48396493905851484,1.2502378737804007
WT_APP,20.0,8.0,39,20360091,0.49122797462371376,1.2502378737804007
WT_APP,20.0,8.0,40,1806363173,0.48058459096124523,1.2502378737804007
WT_APP,20.0,8.0,41,1312343691,0.4832538009460334,1.2502378737804007
WT_APP,20.0,8.0,42,1762120781,0.5062023764733329,1.2502378737804007
WT_APP,20.0,8.0,43,1700607009,0.4951835715385818,1.2502378737804007
WT_APP,20.0,8.0,44,1634649145,0.4916533378110027,1.2502378737804007
WT_APP,20.0,8.0,45,1036024353,0.510659256637601,1.2502378737804007
WT_APP,20.0,8.0,46,261494503,0.47234806414250324,1.2502378737804007
WT_APP,20.0,8.0,47,2001682155,0.4668143214019675,1.2502378737804007
WT_APP,20.0,8.0,48,1311960750,0.4753795535808068,1.2502378737804007
WT_APP,20.0,8.0,49,295114914,0.5083535566486008,1.2502378737804007
WT_APP,25.0,8.0,0,1168784116,0.5244831624871116,1.2049518625145361
WT_APP,25.0,8.0,1,921289450,0.5186949436097309,1.2049518625145361
WT_APP,25.0,8.0,2,1293255992,0.5345384419497472,1.2049518625145361
WT_APP,25.0,8.0,3,1702858716,0.5218635169362168,1.2049518625145361
WT_APP,25.0,8.0,4,1895310323,0.5186974215492391,1.2049518625145361
WT_APP,25.0,8.0,5,211694680,0.5249859259569676,1.2049518625145361
WT_APP,25.0,8.0,6,280584697,0.509831371203119,1.2049518625145361
WT_APP,25.0,8.0,7,617447500,0.504479845842142,1.2049518625145361
WT_APP,25.0,8.0,8,1249765968,0.5022957215574011,1.2049518625145361
WT_APP,25.0,8.0,9,1504658074,0.5457203823874661,1.2049518625145361
WT_APP,25.0,8.0,10,1008898872,0.5283913510957471,1.2049518625145361
WT_APP,25.0,8.0,11,794319243,0.5241827289903469,1.2049518625145361
WT_APP,25.0,8.0,12,204008863,0.5146184432868182,1.2049518625145361
WT_APP,25.0,8.0,13,1880439445,0.5172362589176589,1.2049518625145361
WT_APP,25.0,8.0,14,1306372712,0.5216149733771845,1.2049518625145361
WT_APP,25.0,8.0,15,2122084012,0.5162297574389669,1.2049518625145361
WT_APP,25.0,8.0,16,1976297044,0.5019856320973765,1.2049518625145361
WT_APP,25.0,8.0,17,784548992,0.5180764606637889,1.2049518625145361
WT_APP,25.0,8.0,18,2121403537,0.5213035833010595,1.2049518625145361
WT_APP,25.0,8.0,19,347016859,0.5561205176082934,1.2049518625145361
WT_APP,25.0,8.0,20,527842052,0.513000915852533,1.2049518625145361
WT_APP,25.0,8.0,21,215409799,0.5147355621868408,1.2049518625145361
WT_APP,25.0,8.0,22,350632298,0.534247249022355,1.2049518625145361
WT_APP,25.0,8.0,23,2071774379,0.5303324607785134,1.2049518625145361
WT_APP,25.0,8.0,24,1492822048,0.5357115009691944,1.2049518625145361
WT_APP,25.0,8.0,25,199233221,0.5211967036270474,1.2049518625145361
WT_APP,25.0,8.0,26,1395966768,0.548813769900685,1.2049518625145361
WT_APP,25.0,8.0,27,786556690,0.5274572790185702,1.2049518625145361
WT_APP,25.0,8.0,28,649984770,0.5101271174888363,1.2049518625145361
WT_APP,25.0,8.0,29,337723248,0.5184699084576401,1.2049518625145361
WT_APP,25.0,8.0,30,1094264184,0.5147663057540448,1.2049518625145361
WT_APP,25.0,8.0,31,2089154132,0.5133101728848364,1.2049518625145361
WT_APP,25.0,8.0,32,1584690825,0.5028112237388862,1.2049518625145361
WT_APP,25.0,8.0,33,795962858,0.5706733585629149,1.2049518625145361
WT_APP,25.0,8.0,34,827737825,0.5074327696177505,1.2049518625145361
WT_APP,25.0,8.0,35,234713593,0.5253939236982222,1.2049518625145361
WT_APP,25.0,8.0,36,885327366,0.522653480233159,1.2049518625145361
WT_APP,25.0,8.0,37,928832081,0.5137592519739512,1.2049518625145361
WT_APP,25.0,8.0,38,1947615286,0.5124306563232245,1.2049518625145361
WT_APP,25.0,8.0,39,20360091,0.5278035017122159,1.2049518625145361
WT_APP,25.0,8.0,40,1806363173,0.51530046236855,1.2049518625145361
WT_APP,25.0,8.0,41,1312343691,0.5185416302888932,1.2049518625145361
WT_APP,25.0,8.0,42,1762120781,0.5314567029090963,1.2049518625145361
WT_APP,25.0,8.0,43,1700607009,0.5291073564683425,1.2049518625145361
WT_APP,25.0,8.0,44,1634649145,0.521034219331408,1.2049518625145361
WT_APP,25.0,8.0,45,1036024353,0.5235460577203294,1.2049518625145361
WT_APP,25.0,8.0,46,261494503,0.5123312000096663,1.2049518625145361
WT_APP,25.0,8.0,47,2001682155,0.509617845268717,1.2049518625145361
WT_APP,25.0,8.0,48,1311960750,0.5150446833329054,1.2049518625145361
WT_APP,25.0,8.0,49,295114914,0.5161331965487979,1.2049518625145361
WT_APP,30.0,8.0,0,1168784116,0.5594512138530695,1.096840123964868
WT_APP,30.0,8.0,1,921289450,0.553176183513979,1.096840123964868
WT_APP,30.0,8.0,2,1293255992,0.5695130226708135,1.096840123964868
WT_APP,30.0,8.0,3,1702858716,0.5442657953721267,1.096840123964868
WT_APP,30.0,8.0,4,1895310323,0.5501203663698934,1.096840123964868
WT_APP,30.0,8.0,5,211694680,0.5589252282930642,1.096840123964868
WT_APP,30.0,8.0,6,280584697,0.5439994610998493,1.096840123964868
WT_APP,30.0,8.0,7,617447500,0.5440744168796665,1.096840123964868
WT_APP,30.0,8.0,8,1249765968,0.5386939490277135,1.096840123964868
WT_APP,30.0,8.0,9,1504658074,0.5729635839335563,1.096840123964868
WT_APP,30.0,8.0,10,1008898872,0.5576100446723068,1.096840123964868
WT_APP,30.0,8.0,11,794319243,0.5585917289496944,1.096840123964868
WT_APP,30.0,8.0,12,204008863,0.5447228273849694,1.096840123964868
WT_APP,30.0,8.0,13,1880439445,0.5493595514366483,1.096840123964868
WT_APP,30.0,8.0,14,1306372712,0.5592856266389721,1.096840123964868
WT_APP,30.0,8.0,15,2122084012,0.5479490768273498,1.096840123964868
WT_APP,30.0,8.0,16,1976297044,0.5352496255826432,1.096840123964868
WT_APP,30.0,8.0,17,784548992,0.5518732580892027,1.096840123964868
WT_APP,30.0,8.0,18,2121403537,0.5521967968811965,1.096840123964868
WT_APP,30.0,8.0,19,347016859,0.5820154558310606,1.096840123964868
WT_APP,30.0,8.0,20,527842052,0.5457902677089476,1.096840123964868
WT_APP,30.0,8.0,21,215409799,0.5485868633611091,1.096840123964868
WT_APP,30.0,8.0,22,350632298,0.5665059991251016,1.096840123964868
WT_APP,30.0,8.0,23,2071774379,0.5611599096651121,1.096840123964868
WT_APP,30.0,8.0,24,1492822048,0.5699561448416138,1.096840123964868
WT_APP,30.0,8.0,25,199233221,0.5551858193742674,1.096840123964868
WT_APP,30.0,8.0,26,1395966768,0.5694196857623575,1.096840123964868
WT_APP,30.0,8.0,27,786556690,0.5550820590422326,1.096840123964868
WT_APP,30.0,8.0,28,649984770,0.5424002300147293,1.096840123964868
WT_APP,30.0,8.0,29,337723248,0.5529577507663759,1.096840123964868
WT_APP,30.0,8.0,30,1094264184,0.5457944573613376,1.096840123964868
WT_APP,30.0,8.0,31,2089154132,0.5442634178281912,1.096840123964868
WT_APP,30.0,8.0,32,1584690825,0.5404880854348265,1.096840123964868
WT_APP,30.0,8.0,33,795962858,0.5886293247550811,1.096840123964868
WT_APP,30.0,8.0,34,827737825,0.5396882880305637,1.096840123964868
WT_APP,30.0,8.0,35,234713593,0.5579519378116415,1.096840123964868
WT_APP,30.0,8.0,36,885327366,0.5525350393550464,1.096840123964868
WT_APP,30.0,8.0,37,928832081,0.543373511740426,1.096840123964868
WT_APP,30.0,8.0,38,1947615286,0.5446003957051926,1.096840123964868
WT_APP,30.0,8.0,39,20360091,0.5597487550895702,1.096840123964868
WT_APP,30.0,8.0,40,1806363173,0.5431300188632653,1.096840123964868
WT_APP,30.0,8.0,41,1312343691,0.5503362062049701,1.096840123964868
WT_APP,30.0,8.0,42,1762120781,0.5598885078293836,1.096840123964868
WT_APP,30.0,8.0,43,1700607009,0.5543691128294403,1.096840123964868
WT_APP,30.0,8.0,44,1634649145,0.5549615266886762,1.096840123964868
WT_APP,30.0,8.0,45,1036024353,0.5539887263170457,1.096840123964868
WT_APP,30.0,8.0,46,261494503,0.5412357566088182,1.096840123964868
WT_APP,30.0,8.0,47,2001682155,0.5410362845330702,1.096840123964868
WT_APP,30.0,8.0,48,1311960750,0.5502867934957741,1.096840123964868
WT_APP,30.0,8.0,49,295114914,0.5453254056210407,1.096840123964868
