cond_key,w_pv,w_pyr,amp,trial_idx,seed,resting_hz,cue_peak_hz,cue_saturated,delay_rest_frac,delay_bump_frac,delay_sat_frac,delay_mean_peak_hz,bump_lo_hz
WT,0.03,0.001,0.65,12,204008863,0.00014382276037832695,200.0,True,0.679,0.252,0.069,24.204440931398917,10.0
WT,0.03,0.001,0.65,13,1880439445,0.00014382276037832695,200.0,True,0.684,0.221,0.095,26.365832921451883,10.0
WT,0.03,0.001,0.65,15,2122084012,0.00014382276037832695,200.0,True,0.697,0.229,0.074,24.102867932483658,10.0
WT,0.03,0.001,0.65,14,1306372712,0.00014382276037832695,200.0,True,0.677,0.252,0.071,24.835150919396874,10.0
WT,0.03,0.001,0.65,16,1976297044,0.00014382276037832695,200.0,True,0.7,0.234,0.066,23.087102983172173,10.0
WT,0.03,0.001,0.65,17,784548992,0.00014382276037832695,200.0,True,0.68,0.225,0.095,26.433519175062145,10.0
WT,0.03,0.001,0.65,18,2121403537,0.00014382276037832695,200.0,True,0.692,0.212,0.096,26.009723527001896,10.0
WT,0.03,0.001,0.65,19,347016859,0.00014382276037832695,200.0,True,0.713,0.207,0.08,23.151999803718457,10.0
WT,0.03,0.001,0.7,3,1702858716,0.00014382276037832695,200.0,True,0.682,0.24,0.078,24.984067406822934,10.0
WT,0.03,0.001,0.7,0,1168784116,0.00014382276037832695,200.0,True,0.686,0.222,0.092,25.901254873959886,10.0
WT,0.03,0.001,0.7,2,1293255992,0.00014382276037832695,200.0,True,0.68,0.243,0.077,25.330273155566474,10.0
WT,0.03,0.001,0.7,1,921289450,0.00014382276037832695,200.0,True,0.696,0.209,0.095,25.241694905738285,10.0
WT,0.03,0.001,0.7,5,211694680,0.00014382276037832695,200.0,True,0.676,0.252,0.072,25.1284942876925,10.0
WT,0.03,0.001,0.7,4,1895310323,0.00014382276037832695,200.0,True,0.707,0.222,0.071,23.298684855661467,10.0
WT,0.03,0.001,0.7,6,280584697,0.00014382276037832695,200.0,True,0.697,0.218,0.085,24.817251437275154,10.0
WT,0.03,0.001,0.7,7,617447500,0.00014382276037832695,200.0,True,0.696,0.219,0.085,24.28445582484785,10.0
WT,0.03,0.001,0.7,8,1249765968,0.00014382276037832695,200.0,True,0.681,0.243,0.076,25.140312857242396,10.0
WT,0.03,0.001,0.7,9,1504658074,0.00014382276037832695,200.0,True,0.69,0.226,0.084,25.22207181103251,10.0
WT,0.03,0.001,0.7,10,1008898872,0.00014382276037832695,200.0,True,0.706,0.216,0.078,23.380692135395325,10.0
WT,0.03,0.001,0.7,12,204008863,0.00014382276037832695,200.0,True,0.68,0.241,0.079,25.037681001727158,10.0
WT,0.03,0.001,0.7,11,794319243,0.00014382276037832695,200.0,True,0.724,0.223,0.053,20.795507782783442,10.0
WT,0.03,0.001,0.7,13,1880439445,0.00014382276037832695,200.0,True,0.69,0.241,0.069,24.001407601197712,10.0
WT,0.03,0.001,0.7,14,1306372712,0.00014382276037832695,200.0,True,0.692,0.213,0.095,25.549798089143682,10.0
WT,0.03,0.001,0.7,15,2122084012,0.00014382276037832695,200.0,True,0.701,0.204,0.095,24.90244255457655,10.0
WT,0.03,0.001,0.7,16,1976297044,0.00014382276037832695,200.0,True,0.705,0.229,0.066,22.687935601333457,10.0
WT,0.03,0.001,0.7,17,784548992,0.00014382276037832695,200.0,True,0.707,0.222,0.071,23.5847143387412,10.0
WT,0.03,0.001,0.7,18,2121403537,0.00014382276037832695,200.0,True,0.701,0.224,0.075,23.857040048438098,10.0
WT,0.03,0.001,0.7,19,347016859,0.00014382276037832695,200.0,True,0.683,0.228,0.089,26.304350857486803,10.0
WT,0.03,0.001,0.75,0,1168784116,0.00014382276037832695,200.0,True,0.691,0.231,0.078,25.0049090969614,10.0
WT,0.03,0.001,0.75,1,921289450,0.00014382276037832695,200.0,True,0.701,0.229,0.07,23.471909293894075,10.0
WT,0.03,0.001,0.75,3,1702858716,0.00014382276037832695,200.0,True,0.684,0.245,0.071,24.284134799328736,10.0
WT,0.03,0.001,0.75,2,1293255992,0.00014382276037832695,200.0,True,0.681,0.247,0.072,24.7688186160728,10.0
WT,0.03,0.001,0.75,5,211694680,0.00014382276037832695,200.0,True,0.685,0.24,0.075,24.474774473775028,10.0
WT,0.03,0.001,0.75,4,1895310323,0.00014382276037832695,200.0,True,0.714,0.218,0.068,22.41407619020915,10.0
WT,0.03,0.001,0.75,6,280584697,0.00014382276037832695,200.0,True,0.698,0.229,0.073,23.640866758798804,10.0
WT,0.03,0.001,0.75,7,617447500,0.00014382276037832695,200.0,True,0.698,0.234,0.068,23.297506659326782,10.0
WT,0.03,0.001,0.75,9,1504658074,0.00014382276037832695,200.0,True,0.695,0.236,0.069,24.094650297131313,10.0
WT,0.03,0.001,0.75,8,1249765968,0.00014382276037832695,200.0,True,0.693,0.242,0.065,23.437384398405374,10.0
