condition,amplitude,distractor_factor,offset_deg,trial_idx,seed,cue_freq_median_hz,cue_power_median,dist_freq_median_hz,dist_power_median,plv_median_delay2
WT,25.0,0.75,70.0,23,2071774379,5.80719471996413,6.206999889066396,5.666432142748141,3.742700498480659,0.9667812557016451
WT,25.0,0.75,70.0,24,1492822048,5.741152882717001,6.063165997732638,5.697135727816557,3.9089618440908223,0.9673254344453686
WT,25.0,0.75,70.0,25,199233221,5.796184546806679,6.029547780248876,5.648944942668117,3.60936067180509,0.9733559900688467
WT,25.0,0.75,70.0,26,1395966768,5.825322776259111,5.611610584019349,5.61983398810417,3.48657548068567,0.9528872040445504
WT,25.0,0.75,70.0,27,786556690,5.7084356614517855,6.330141855675987,5.630853151318896,3.383653590001339,0.967751574462699
WT,25.0,0.75,70.0,28,649984770,5.779067086341827,5.5983348883413955,5.760451730005949,3.782665485662483,0.9792053469645123
WT,25.0,0.75,70.0,29,337723248,5.786199729171379,6.120538909253963,5.722560181743882,3.6569876528579703,0.9693106528603652
WT,25.0,0.75,70.0,30,1094264184,5.822710325100117,6.601429493317111,5.684714630369565,3.2740576778949526,0.9670966065087152
WT,25.0,0.75,70.0,31,2089154132,5.837033948833274,6.121532684221144,5.757133909563634,2.7263524358568265,0.9603538613545259
WT,25.0,0.75,70.0,32,1584690825,5.749996848095772,5.714777821231356,5.705573116353324,3.656184139725282,0.9728797431708764
WT,25.0,0.75,70.0,33,795962858,5.778189130758793,5.5911872278348165,5.707133576619789,3.5083059986140666,0.971908013198425
WT,25.0,0.75,70.0,34,827737825,5.7503945237687875,6.125004554842852,5.615872262724617,3.780219423431767,0.9657566132230815
WT,25.0,0.75,70.0,35,234713593,5.758860864439397,5.467450404352916,5.666563411808823,3.6542666833629545,0.9725681649841822
WT,25.0,0.75,70.0,36,885327366,5.783239571708066,5.88591871849917,5.721691275526799,3.42318194399811,0.9736020473522138
WT,25.0,0.75,70.0,37,928832081,5.909720891149869,5.68189830264185,5.842133544149611,3.6030138647649226,0.9448657822223504
WT,25.0,0.75,70.0,38,1947615286,5.80651346387015,5.5583188334659415,5.699533779468883,3.957907257055925,0.9494716458953423
WT,25.0,0.75,70.0,39,20360091,5.867580878253335,6.2582297518787735,5.65228285861196,3.7371330762089587,0.9810693064750216
WT,25.0,0.75,70.0,40,1806363173,5.726313534343688,5.845799342967024,5.6795975623341155,4.217156357055597,0.9807859799839564
WT,25.0,0.75,70.0,41,1312343691,5.778021711295724,5.588310865742983,5.692842861941165,3.872116186023666,0.9711563510100344
WT,25.0,0.75,70.0,42,1762120781,5.788287595585534,5.535114613841051,5.592280411819952,4.245426078229032,0.983437630969585
WT,25.0,0.75,70.0,43,1700607009,5.732194216716914,5.971128383142321,5.702205089234193,3.2939821671955576,0.9722757223817862
WT,25.0,0.75,70.0,44,1634649145,5.814830412381494,6.0658278352944635,5.6912540966024645,3.6023115743528455,0.9725101615902848
WT,25.0,0.75,70.0,45,1036024353,5.789458208837962,5.563415378943772,5.781051833286217,3.818118105171135,0.9558442922497707
WT,25.0,0.75,70.0,46,261494503,5.792976823564201,6.064893961471829,5.592801794255166,3.7471907931472987,0.9654522503769697
WT,25.0,0.75,70.0,47,2001682155,5.859847984470117,5.7798629398879156,5.688779274237356,3.5708643011261954,0.960243405158278
WT,25.0,0.75,70.0,48,1311960750,5.688350322523939,6.272429137270709,5.566206888365652,3.5656891051950224,0.958311440531552
WT,25.0,0.75,70.0,49,295114914,5.801351939884574,5.6880792837243375,5.645933491394277,3.7529447179973516,0.9882697557982769
WT,25.0,0.75,90.0,0,1168784116,6.06187659377867,3.6713013141869526,6.013695190584776,1.6593378578237743,0.9101632144421552
WT,25.0,0.75,90.0,1,921289450,6.200463758322657,4.161079155039879,6.111771657519416,1.2737700563569319,0.9061069730191533
WT,25.0,0.75,90.0,2,1293255992,5.960390611009879,4.188799479100136,5.890159992377965,1.7821377461329426,0.9290966273573223
WT,25.0,0.75,90.0,3,1702858716,5.963716178335074,3.8399386067534045,6.0180831622500115,1.2286034616548525,0.9441717687160693
WT,25.0,0.75,90.0,4,1895310323,6.2252932568244335,4.102053938816697,6.2100297607147725,1.5027713879156797,0.9413213344805089
WT,25.0,0.75,90.0,5,211694680,6.27792141346927,3.5489061297548314,6.169469105270985,1.4604537615788937,0.9174342394882123
WT,25.0,0.75,90.0,6,280584697,6.1804743959093305,3.694542190793412,6.189652249020087,1.614226588945585,0.9214112772378107
WT,25.0,0.75,90.0,7,617447500,6.226630111878491,3.1720502819776066,6.07716539341426,1.2892416318843822,0.918237066544714
WT,25.0,0.75,90.0,8,1249765968,6.1515687691233865,3.8399112984713084,6.003276359306209,1.6410910566936772,0.9052182286521575
WT,25.0,0.75,90.0,9,1504658074,6.028413838147663,4.113262127297722,5.854394955325613,1.5332676490764292,0.9354576795908718
WT,25.0,0.75,90.0,10,1008898872,6.0712295341717555,4.2142399643412825,6.042669717238583,1.8580669172536415,0.9310304598564927
