condition_key,t_s,amp_mean,amp_sem,survival_frac,noise_threshold
WT,3.355,0.4349666437429304,0.002557838556685128,1.0,
WT,3.36,0.4348464817799031,0.002535968349543169,1.0,
WT,3.365,0.4335094053980733,0.0026582027766038126,1.0,
WT,3.37,0.4316283487088253,0.002820338734683691,1.0,
WT,3.375,0.43104590069168647,0.00295560344828715,1.0,
WT,3.38,0.430084946876259,0.0030138354328067955,1.0,
WT,3.385,0.4287601432593021,0.0030192643125159877,1.0,
WT,3.39,0.4273365829737959,0.002935783803752222,1.0,
WT,3.395,0.4271919099316803,0.0026866647751253685,1.0,
WT,3.4,0.4277852893061631,0.0024829474495768143,1.0,
WT,3.405,0.4279006870651243,0.0024516206846156834,1.0,
WT,3.41,0.4284741322397898,0.002308152024179489,1.0,
WT,3.415,0.4288483689038555,0.002425494663573405,1.0,
WT,3.42,0.42906825316156416,0.002471602425221637,1.0,
WT,3.425,0.4291636665298864,0.002456293807388453,1.0,
WT,3.43,0.4291979519175122,0.002600926902461336,1.0,
WT,3.435,0.4294130671506176,0.0026913105347052403,1.0,
WT,3.44,0.4290413679559936,0.00273981482045185,1.0,
WT,3.445,0.42888137841749574,0.0026548645147529797,1.0,
WT,3.45,0.428546972268996,0.0024121285500825836,1.0,
WT,3.455,0.4290894022536936,0.002324936557784403,1.0,
WT,3.46,0.42838486220297034,0.002425942191686048,1.0,
WT,3.465,0.429168440259068,0.0025763568812897587,1.0,
WT,3.47,0.42938006187087113,0.0025536110692492985,1.0,
WT,3.475,0.42954750237430117,0.0026813707521851616,1.0,
WT,3.48,0.42957429331447033,0.0026850901839734816,1.0,
WT,3.485,0.42928451143611246,0.0025962564830589708,1.0,
WT,3.49,0.42929897865823663,0.002585351404983921,1.0,
WT,3.495,0.4288555805554579,0.0026661049344316352,1.0,
WT,3.5,0.4282553166667845,0.0026142423026719345,1.0,
WT,3.505,0.4280956242831932,0.0024548189218335965,1.0,
WT,3.51,0.4275303863182426,0.002510900503997869,1.0,
WT,3.515,0.4261589609998742,0.0025495378869970697,1.0,
WT,3.52,0.4256434583385854,0.002412934224474382,1.0,
WT,3.525,0.4235156027470549,0.0023689520704648155,1.0,
WT,3.53,0.4214253645096406,0.002386851697294633,1.0,
WT,3.535,0.42000949162177165,0.0025335971684645343,1.0,
WT,3.54,0.42066173682692204,0.0025996595539700415,1.0,
WT,3.545,0.41934963503724776,0.002676024113644858,1.0,
WT,3.55,0.4189055805724363,0.0027973512513326474,1.0,
WT,3.555,0.418308725497495,0.0029327786517621473,1.0,
WT,3.56,0.4176284844315431,0.0029597942889285018,1.0,
WT,3.565,0.41762503050818767,0.002972095992899842,1.0,
WT,3.57,0.41699286683723563,0.003035880257869532,1.0,
WT,3.575,0.4175904798112097,0.0028726784969919606,1.0,
WT,3.58,0.41935419625128695,0.003051999532925038,1.0,
WT,3.585,0.418748308737307,0.0029907526100002788,1.0,
WT,3.59,0.4186911367662238,0.0030044989381296052,1.0,
WT,3.595,0.4183561475966634,0.0028466672324771714,1.0,
WT,3.6,0.41972413090780536,0.0027867703488341786,1.0,
WT,3.605,0.41830646181378534,0.0025719605891102683,1.0,
WT,3.61,0.4175954673635394,0.002491746934835629,1.0,
WT,3.615,0.41910736568931894,0.0024646513123914074,1.0,
WT,3.62,0.41924451106180105,0.002306874694294206,1.0,
WT,3.625,0.41921562734233,0.0023494457584483873,1.0,
WT,3.63,0.41984065569607315,0.0023148572424371377,1.0,
WT,3.635,0.41920072404124653,0.002362532140379306,1.0,
WT,3.64,0.417317800101874,0.0025019354004117028,1.0,
WT,3.645,0.4176978507028635,0.0027439549964064936,1.0,
WT,3.65,0.4177583368921836,0.002750126047656044,1.0,
WT,3.655,0.4183409248314867,0.0027779258307714045,1.0,
WT,3.66,0.4164544900323792,0.0027384520124519567,1.0,
WT,3.665,0.4158639434767916,0.002728062173156481,1.0,
WT,3.67,0.414752654059911,0.0027134570389850507,1.0,
WT,3.675,0.4136068171610682,0.0027218852126811217,1.0,
WT,3.68,0.4127168004906755,0.0026467201259682696,1.0,
WT,3.685,0.4124042057447624,0.0028109867857350613,1.0,
WT,3.69,0.4112687693545176,0.0028459225897744865,1.0,
WT,3.695,0.40986169568522723,0.002768559402917298,1.0,
WT,3.7,0.40897245463619086,0.0026578712565311037,1.0,
WT,3.705,0.4092392850528276,0.0028435269254454515,1.0,
WT,3.71,0.40835945306359045,0.002712957411884734,1.0,
WT,3.715,0.4095724726884973,0.0026715959492169096,1.0,
WT,3.72,0.4094322501774215,0.0025131889647776132,1.0,
WT,3.725,0.4096209567573257,0.0025347148782999583,1.0,
WT,3.73,0.40930167165534476,0.0026286285817352806,1.0,
WT,3.735,0.40931527423930697,0.0027775579722552376,1.0,
WT,3.74,0.409527213486422,0.0028836138409212646,1.0,
WT,3.745,0.4092898020776179,0.002864643015839548,1.0,
WT,3.75,0.4084237974221084,0.002887779976274162,1.0,
WT,3.755,0.4093288389395756,0.0028017336663883285,1.0,
WT,3.76,0.41018165930004913,0.002630711222906505,1.0,
WT,3.765,0.4108553560724779,0.002576547913075705,1.0,
WT,3.77,0.410114012512878,0.0023022263150041205,1.0,
WT,3.775,0.4088730658742958,0.0021133530561407146,1.0,
WT,3.78,0.4073601889427505,0.001915516135557831,1.0,
WT,3.785,0.4067568538158624,0.002086458172751161,1.0,
WT,3.79,0.40451588038606284,0.002352284135658619,1.0,
WT,3.795,0.4030102865531014,0.0023334286945103848,1.0,
WT,3.8,0.40232530737569794,0.0023091667276631403,1.0,
WT,3.805,0.4012740308024372,0.002015803718681725,1.0,
WT,3.81,0.40141916229479224,0.0020413942095088237,1.0,
WT,3.815,0.4007494713780913,0.0020234444517742947,1.0,
WT,3.82,0.40049021714556454,0.002087735511458694,1.0,
WT,3.825,0.4009469095056402,0.002115003446875095,1.0,
WT,3.83,0.40032861217763277,0.0022826373020251147,1.0,
WT,3.835,0.40051929473772074,0.002491271608540862,1.0,
WT,3.84,0.401019032626361,0.002527278877980491,1.0,
WT,3.845,0.4016937414749952,0.0025668582123235446,1.0,
WT,3.85,0.40269043901696344,0.002641585408340793,1.0,
WT,3.855,0.40301753178381794,0.0024563334925977193,1.0,
WT,3.86,0.40497426340581955,0.0025698804543895235,1.0,
WT,3.865,0.40431482825838183,0.002699532711700632,1.0,
WT,3.87,0.40450782644861405,0.002536392996121093,1.0,
WT,3.875,0.4053211174646154,0.0024384190790427782,1.0,
WT,3.88,0.4043167416492093,0.002473535753442638,1.0,
WT,3.885,0.4047963825235557,0.002429284946072354,1.0,
WT,3.89,0.40419017040364635,0.002248420841038246,1.0,
WT,3.895,0.4028934346554676,0.002277088568677718,1.0,
