phenotype,category,ko_count,run_idx,PYR,SOM,PV,VIP,NDNF
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,12,1.81266,0.185076,1.48098,0.73533,4.88548
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,13,2.03652,0.216855,1.54733,0.624965,5.17984
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,14,1.77747,0.182298,1.46791,0.736698,4.83082
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,15,1.98228,0.208438,1.5297,0.670377,5.06258
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,16,1.93898,0.200997,1.51158,0.823865,4.92124
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,17,1.99285,0.208137,1.52814,0.717554,5.04987
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,18,1.90281,0.193943,1.50492,0.806137,4.9342
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,19,1.74987,0.181418,1.46727,0.678583,4.87331
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,20,1.86679,0.190383,1.49041,0.828494,4.86395
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,21,1.94567,0.198691,1.5166,0.73309,4.98483
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,22,2.03683,0.214189,1.55131,0.729964,5.13203
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,23,1.83532,0.185293,1.48231,0.777946,4.84723
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,24,1.99729,0.212877,1.53881,0.692734,5.12303
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,25,1.73338,0.175475,1.45701,0.727557,4.82274
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,26,1.83957,0.188286,1.48762,0.736403,4.91993
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,27,1.87208,0.193715,1.50518,0.684802,4.97946
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,28,1.8995,0.191434,1.50695,0.706477,4.97927
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,29,2.00713,0.212125,1.53896,0.638123,5.16282
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,30,2.00578,0.214738,1.54029,0.657272,5.11227
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,31,2.00215,0.213403,1.53481,0.655143,5.15137
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,32,1.91042,0.195434,1.51406,0.792313,4.90264
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,33,1.85718,0.192685,1.48869,0.742313,4.89679
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,34,1.98926,0.215216,1.53331,0.692366,5.0954
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,35,1.76431,0.179704,1.47548,0.717763,4.86878
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,36,1.86894,0.187585,1.50245,0.77324,4.89671
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,37,1.97389,0.209133,1.52747,0.646186,5.09178
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,38,1.9527,0.202428,1.51964,0.722038,5.00555
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,39,1.96716,0.206311,1.52425,0.74189,5.01851
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,40,1.88739,0.196322,1.50471,0.683321,4.97845
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,41,1.97168,0.207816,1.52603,0.633699,5.09901
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,42,1.79163,0.181598,1.48284,0.733798,4.86214
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,43,1.87371,0.196386,1.50451,0.706336,4.98562
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,44,1.92325,0.201116,1.50525,0.766282,4.94884
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,45,1.87611,0.19025,1.49907,0.80384,4.88571
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,46,2.01932,0.216374,1.5412,0.72995,5.10895
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,47,1.9033,0.198393,1.51711,0.717082,4.99417
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,48,1.9112,0.197487,1.50408,0.733328,4.97797
PV α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,49,1.91676,0.193646,1.50393,0.763241,4.92883
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,0,1.22836,2.17394,1.73962,1.45178,1.0742
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,1,1.07534,2.01982,1.66989,1.28127,1.05633
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,2,1.17721,2.13419,1.71632,1.42861,1.0518
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,3,1.19569,2.11593,1.71427,1.40109,1.07338
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,4,1.22631,2.13717,1.72132,1.42843,1.07202
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,5,1.14843,2.12146,1.7129,1.40942,1.05214
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,6,1.15727,2.07772,1.69396,1.36855,1.06314
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,7,1.14864,2.08685,1.69847,1.35649,1.05917
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,8,1.13887,2.11405,1.70948,1.421,1.03862
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,9,1.11006,2.06272,1.6873,1.32552,1.06037
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,10,1.18311,2.14333,1.72145,1.42027,1.06394
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,11,1.1565,2.10027,1.7048,1.39891,1.0533
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,12,1.17925,2.10613,1.7082,1.40021,1.064
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,13,1.20133,2.13566,1.71797,1.46477,1.05029
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,14,1.15898,2.08375,1.69803,1.36792,1.06617
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,15,1.15585,2.07602,1.69693,1.36943,1.06179
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,16,1.21023,2.15754,1.7272,1.4821,1.0492
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,17,1.14545,2.11378,1.71157,1.41257,1.04658
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,18,1.21748,2.17118,1.73363,1.44106,1.06869
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,19,1.18188,2.1313,1.71417,1.46813,1.03758
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,20,1.1752,2.09319,1.70729,1.38784,1.06773
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,21,1.20972,2.14767,1.72687,1.45165,1.0557
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,22,1.20287,2.12725,1.71815,1.41122,1.07294
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,23,1.12376,2.07326,1.69236,1.35291,1.0556
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,24,1.3078,2.22128,1.76297,1.52858,1.08452
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,25,1.11098,2.02529,1.67715,1.30022,1.0687
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,26,1.15836,2.07443,1.69705,1.35141,1.07253
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,27,1.12233,2.06052,1.68923,1.35259,1.05747
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,28,1.21095,2.16965,1.73668,1.46544,1.06343
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,29,1.11756,2.09278,1.69753,1.40206,1.03367
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,30,1.16634,2.10227,1.70682,1.40695,1.05407
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,31,1.25583,2.18442,1.74321,1.47084,1.0814
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,32,1.13915,2.10556,1.70485,1.40775,1.04468
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,33,1.21019,2.16418,1.7321,1.48486,1.04535
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,34,1.15339,2.10176,1.71169,1.34179,1.08447
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,35,1.11733,2.091,1.70201,1.38436,1.04497
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,36,1.17181,2.12631,1.71334,1.44665,1.043
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,37,1.18899,2.11796,1.71237,1.39989,1.06367
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,38,1.28743,2.1856,1.74387,1.49611,1.08323
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,39,1.20785,2.14695,1.72764,1.4641,1.05723
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,40,1.17907,2.13266,1.7204,1.4279,1.05569
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,41,1.24823,2.1979,1.74779,1.48353,1.07089
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,42,1.24232,2.21931,1.75431,1.51126,1.0627
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,43,1.14651,2.11782,1.71166,1.41931,1.04402
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,44,1.19538,2.14619,1.72632,1.41672,1.07349
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,45,1.22423,2.11268,1.71278,1.38525,1.08635
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,46,1.25054,2.19775,1.74313,1.54488,1.04638
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,47,1.23114,2.18617,1.74603,1.51128,1.05279
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,48,1.11538,2.05306,1.68502,1.31993,1.06152
PV α7 + VIP α5 + NDNF α7 + NDNF β2,prediction,4,49,1.09201,2.02027,1.66754,1.28369,1.06137
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,0,1.418,9.30978e-05,1.93395,3.55799e-06,7.49418
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,1,1.45488,9.2829e-05,1.95705,6.30333e-06,7.44125
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,2,1.44765,9.28537e-05,1.95264,3.39784e-06,7.39783
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,3,1.44694,9.28102e-05,1.95054,5.32868e-06,7.38304
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,4,1.40007,9.24551e-05,1.93713,4.02932e-06,7.38951
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,5,1.30693,9.18729e-05,1.90076,3.49904e-05,7.24098
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,6,1.38502,9.24517e-05,1.93339,3.44203e-06,7.4128
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,7,1.40778,9.25063e-05,1.9359,8.56649e-06,7.30852
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,8,1.35375,9.20332e-05,1.91724,6.45827e-06,7.2043
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,9,1.33319,9.19231e-05,1.90483,6.35224e-06,7.24173
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,10,1.41565,9.29054e-05,1.93839,2.76461e-06,7.47034
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,11,1.41169,9.30348e-05,1.93087,5.48638e-06,7.50278
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,12,1.35669,9.14542e-05,1.93335,8.9061e-06,7.04472
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,13,1.43328,9.25773e-05,1.93992,6.00931e-06,7.25849
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,14,1.48739,9.35165e-05,1.95357,2.85754e-06,7.53393
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,15,1.33123,9.24098e-05,1.9061,3.7993e-06,7.36247
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,16,1.3728,9.22219e-05,1.92743,4.43227e-06,7.35811
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,17,1.43093,9.23954e-05,1.94593,7.96555e-06,7.2776
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,18,1.36458,9.22726e-05,1.92669,5.42053e-06,7.3111
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,19,1.30696,9.20543e-05,1.90461,6.76001e-06,7.28627
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,20,1.50294,9.32721e-05,1.95646,2.32355e-05,7.3641
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,21,1.31967,9.24082e-05,1.89668,3.2979e-06,7.41085
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,22,1.38208,9.20253e-05,1.92297,1.47919e-05,7.11304
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,23,1.42005,9.30756e-05,1.93784,3.21628e-06,7.54166
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,24,1.39469,9.29246e-05,1.92405,4.89037e-06,7.54168
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,25,1.39267,9.28329e-05,1.92439,4.30546e-06,7.5055
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,26,1.32412,9.20903e-05,1.90898,4.7781e-06,7.28569
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,27,1.45518,9.27106e-05,1.94105,4.36772e-05,7.30929
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,28,1.32514,9.23664e-05,1.90281,3.43116e-06,7.44975
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,29,1.46617,9.33762e-05,1.94628,5.02573e-06,7.48724
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,30,1.42713,9.23866e-05,1.94778,8.62774e-06,7.23221
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,31,1.38652,9.24751e-05,1.93112,3.88842e-06,7.36982
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,32,1.46183,9.35051e-05,1.94383,3.04832e-06,7.62585
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,33,1.44601,9.30325e-05,1.94649,5.78515e-06,7.44143
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,34,1.4294,9.31215e-05,1.94083,3.11599e-06,7.56985
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,35,1.39409,9.26036e-05,1.94107,6.90689e-06,7.37777
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,36,1.39247,9.24559e-05,1.9352,9.23951e-06,7.28421
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,37,1.33648,9.19697e-05,1.91528,6.30986e-06,7.15274
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,38,1.37191,9.24017e-05,1.91749,8.79573e-06,7.33083
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,39,1.33946,9.22493e-05,1.90114,7.07751e-06,7.27561
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,40,1.35014,9.1973e-05,1.92197,3.88707e-05,7.1945
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,41,1.40248,9.27976e-05,1.93305,1.03399e-05,7.43109
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,42,1.42523,9.29729e-05,1.93213,1.24895e-05,7.50499
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,43,1.48523,9.38655e-05,1.94353,5.82989e-06,7.64832
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,44,1.37434,9.2681e-05,1.9239,4.54992e-06,7.38254
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,45,1.53792,9.3511e-05,1.97363,1.2155e-05,7.53998
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,46,1.47448,9.32907e-05,1.95024,4.0239e-06,7.52747
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,47,1.46977,9.3618e-05,1.94739,1.4608e-05,7.71009
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,48,1.37651,9.23758e-05,1.9178,7.54603e-06,7.36499
SOM α7 + SOM β2 + VIP α5 + NDNF α7,prediction,4,49,1.31377,9.18051e-05,1.91444,4.27133e-06,7.26326
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,0,1.27387,9.12564e-05,1.76217,2.07343e-06,6.87361
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,1,1.2396,9.19362e-05,1.73966,6.07893e-07,7.19301
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,2,1.25926,9.15995e-05,1.74456,1.60176e-06,7.08714
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,3,1.20109,9.13375e-05,1.72789,1.12923e-06,7.01508
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,4,1.3414,9.27183e-05,1.75966,4.67712e-06,7.19457
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,5,1.31799,9.23517e-05,1.76197,2.33077e-06,7.16573
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,6,1.22732,9.13007e-05,1.73712,1.68064e-06,6.9959
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,7,1.25347,9.15763e-05,1.74207,2.79304e-06,6.95103
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,8,1.25915,9.15864e-05,1.73353,2.42818e-06,6.95242
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,9,1.28337,9.1965e-05,1.75184,1.18806e-06,7.20508
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,10,1.30812,9.23191e-05,1.74217,1.76935e-06,7.239
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,11,1.30177,9.22859e-05,1.75293,8.47015e-07,7.25158
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,12,1.32863,9.25299e-05,1.75251,2.61903e-06,7.25657
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,13,1.33381,9.26013e-05,1.7614,1.31913e-06,7.28045
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,14,1.37383,9.26284e-05,1.77454,1.10358e-06,7.19373
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,15,1.35635,9.33102e-05,1.76223,1.7719e-06,7.46577
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,16,1.19649,9.12559e-05,1.72286,2.98857e-06,6.87813
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,17,1.27518,9.20896e-05,1.74829,1.82933e-06,7.13667
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,18,1.37602,9.28748e-05,1.77561,1.51394e-06,7.26125
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,19,1.24943,9.17396e-05,1.74388,9.21549e-07,7.07466
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,20,1.31394,9.25958e-05,1.75773,6.27652e-07,7.34532
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,21,1.24686,9.19772e-05,1.73356,8.78152e-07,7.16838
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,22,1.33821,9.22174e-05,1.7642,2.73121e-06,7.11622
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,23,1.3518,9.281e-05,1.77911,6.5985e-07,7.36501
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,24,1.26721,9.18748e-05,1.73595,1.10932e-06,7.07985
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,25,1.21437,9.15044e-05,1.73063,2.16751e-06,7.01122
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,26,1.23001,9.16529e-05,1.74053,8.99345e-07,7.09459
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,27,1.24879,9.18851e-05,1.72614,1.89502e-06,7.1137
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,28,1.32725,9.27064e-05,1.75551,6.28083e-07,7.35121
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,29,1.19448,9.11933e-05,1.72326,2.47721e-06,6.875
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,30,1.23036,9.14662e-05,1.73605,1.6161e-06,7.0286
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,31,1.2493,9.14845e-05,1.74621,1.34154e-06,6.99284
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,32,1.35386,9.27055e-05,1.7626,1.35475e-06,7.19415
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,33,1.24982,9.14962e-05,1.74466,1.67132e-06,6.99572
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,34,1.33378,9.26245e-05,1.76456,7.16889e-07,7.29234
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,35,1.29288,9.21583e-05,1.74827,1.84654e-06,7.14138
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,36,1.3281,9.31801e-05,1.75857,4.75993e-07,7.49071
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,37,1.24083,9.17867e-05,1.72937,2.80788e-06,7.02037
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,38,1.22735,9.15812e-05,1.72992,7.60508e-07,7.0989
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,39,1.31798,9.2555e-05,1.76348,8.19703e-07,7.30877
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,40,1.31385,9.22866e-05,1.75785,7.78145e-07,7.22888
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,41,1.36795,9.32799e-05,1.75237,6.71718e-07,7.43861
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,42,1.31562,9.25139e-05,1.75533,8.98204e-07,7.2887
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,43,1.19406,9.11765e-05,1.73473,1.36891e-06,6.94148
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,44,1.29134,9.20225e-05,1.74839,1.85876e-06,7.05672
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,45,1.24312,9.17531e-05,1.74236,1.37935e-06,7.05881
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,46,1.36895,9.27681e-05,1.78004,1.77386e-06,7.22583
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,47,1.32239,9.24397e-05,1.75991,1.6865e-06,7.2753
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,48,1.24896,9.15103e-05,1.73901,1.99762e-06,6.95495
SOM α7 + SOM β2 + VIP α5 + NDNF β2,prediction,4,49,1.28263,9.24902e-05,1.7454,7.11512e-07,7.34207
SOM α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,0,1.88944,8.49033e-05,2.18121,0.329266,5.69701
SOM α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,1,1.70643,8.63251e-05,2.12194,0.256849,5.66163
SOM α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,2,1.82708,8.39208e-05,2.15097,0.342758,5.63933
SOM α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,3,1.94947,8.73434e-05,2.18886,0.275072,5.90732
SOM α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,4,1.85723,8.62787e-05,2.16303,0.290871,5.8117
SOM α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,5,1.907,8.31582e-05,2.16084,0.388556,5.6477
SOM α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,6,1.86444,8.4755e-05,2.16695,0.329206,5.63774
SOM α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,7,1.88737,8.49656e-05,2.16579,0.332905,5.66791
SOM α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,8,1.85552,8.37519e-05,2.16467,0.357041,5.63251
SOM α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,9,1.86743,8.67955e-05,2.16773,0.279517,5.77535
SOM α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,10,1.81852,8.54831e-05,2.1427,0.306904,5.67501
SOM α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,11,1.89197,8.55023e-05,2.18008,0.322216,5.73347
SOM α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,12,1.85709,8.62513e-05,2.17964,0.284301,5.72996
SOM α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,13,1.75162,8.38521e-05,2.13383,0.334875,5.57243
SOM α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,14,1.82289,8.48734e-05,2.15022,0.328448,5.67671
SOM α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,15,1.88713,8.41443e-05,2.17281,0.355749,5.66997
SOM α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,16,1.73448,8.41548e-05,2.13724,0.319693,5.51063
SOM α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,17,1.81464,8.54192e-05,2.15162,0.308849,5.6742
SOM α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,18,1.84118,8.75018e-05,2.16914,0.244564,5.84084
SOM α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,19,1.74641,8.44598e-05,2.13807,0.326957,5.58974
SOM α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,20,1.89251,8.60855e-05,2.17919,0.297092,5.75803
SOM α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,21,1.86877,8.68936e-05,2.16931,0.273175,5.82372
SOM α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,22,1.82011,8.59665e-05,2.15797,0.281596,5.6761
SOM α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,23,1.84287,8.51546e-05,2.1581,0.317793,5.68865
SOM α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,24,1.82067,8.63742e-05,2.15883,0.272965,5.75139
SOM α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,25,1.88048,8.75971e-05,2.16974,0.26665,5.92173
SOM α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,26,1.90834,8.81656e-05,2.18425,0.244175,5.89121
SOM α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,27,1.84689,8.66519e-05,2.16095,0.279541,5.79243
SOM α7 + SOM β2 + NDNF α7 + NDNF β2,prediction,4,28,1.76228,8.28138e-05,2.13931,0.360005,5.51389
